SG_D0,SG_D1,SG_D2,SG_D3,SG_D4,SG_D5,SG_D6,SG_D7,SG_D8,ID
-4.0,-25.0,1.0,-91.0,63.0,-41.0,5.0,-31.0,-124.0,p15_r15
-5.0,-25.0,1.0,-91.0,63.0,-41.0,5.0,-31.0,-125.0,p15_r15
-5.0,-25.0,1.0,-99.0,63.0,-41.0,5.0,-31.0,-125.0,p15_r15
-5.0,-25.0,1.0,-99.0,63.0,-41.0,5.0,-34.0,-125.0,p15_r15
-5.0,-23.0,10.0,-96.0,64.0,-41.0,5.0,-31.0,-125.0,p15_r15
-4.0,-22.0,12.0,-91.0,65.0,-41.0,8.0,-31.0,-125.0,p15_r15
-4.0,-21.0,12.0,-91.0,66.0,-40.0,8.0,-31.0,-124.0,p15_r15
-3.0,-20.0,12.0,-91.0,66.0,-39.0,9.0,-30.0,-122.0,p15_r15
-2.0,-18.0,10.0,-96.0,65.0,-39.0,11.0,-29.0,-122.0,p15_r15
-4.0,-18.0,9.0,-96.0,65.0,-39.0,11.0,-29.0,-122.0,p15_r15
-4.0,-21.0,9.0,-96.0,65.0,-39.0,11.0,-29.0,-122.0,p15_r15
-4.0,-21.0,9.0,-96.0,65.0,-39.0,11.0,-29.0,-122.0,p15_r15
-4.0,-21.0,9.0,-98.0,65.0,-39.0,11.0,-29.0,-122.0,p15_r15
-2.0,-18.0,9.0,-98.0,65.0,-36.0,15.0,-29.0,-120.0,p15_r15
-2.0,-18.0,9.0,-98.0,65.0,-34.0,15.0,-20.0,-116.0,p15_r15
-2.0,-18.0,9.0,-98.0,65.0,-34.0,18.0,-18.0,-112.0,p15_r15
-1.0,-16.0,9.0,-98.0,65.0,-32.0,20.0,-15.0,-111.0,p15_r15
-1.0,-18.0,-5.0,-104.0,61.0,-34.0,21.0,-14.0,-111.0,p15_r15
-1.0,-18.0,-12.0,-104.0,58.0,-34.0,18.0,-14.0,-111.0,p15_r15
-1.0,-18.0,-18.0,-111.0,54.0,-34.0,18.0,-17.0,-111.0,p15_r15
-1.0,-19.0,-18.0,-113.0,54.0,-36.0,18.0,-17.0,-111.0,p15_r15
-1.0,-19.0,-18.0,-113.0,54.0,-36.0,15.0,-17.0,-111.0,p15_r15
0.0,-18.0,-15.0,-111.0,54.0,-34.0,18.0,-17.0,-107.0,p15_r15
3.0,-18.0,-12.0,-110.0,54.0,-32.0,21.0,-14.0,-101.0,p15_r15
4.0,-18.0,-12.0,-110.0,54.0,-32.0,24.0,-13.0,-100.0,p15_r15
4.0,-18.0,-12.0,-110.0,54.0,-32.0,25.0,-11.0,-98.0,p15_r15
4.0,-18.0,-11.0,-111.0,53.0,-30.0,26.0,-9.0,-99.0,p15_r15
4.0,-19.0,-16.0,-112.0,50.0,-30.0,26.0,-9.0,-99.0,p15_r15
2.0,-19.0,-20.0,-112.0,49.0,-30.0,26.0,-9.0,-99.0,p15_r15
2.0,-19.0,-20.0,-112.0,49.0,-30.0,26.0,-13.0,-99.0,p15_r15
2.0,-19.0,-20.0,-112.0,49.0,-30.0,25.0,-13.0,-99.0,p15_r15
2.0,-19.0,-20.0,-112.0,49.0,-29.0,26.0,-9.0,-98.0,p15_r15
2.0,-19.0,-20.0,-112.0,49.0,-29.0,27.0,-7.0,-94.0,p15_r15
2.0,-19.0,-20.0,-112.0,49.0,-29.0,28.0,-7.0,-93.0,p15_r15
2.0,-19.0,-20.0,-112.0,49.0,-29.0,30.0,-5.0,-92.0,p15_r15
-1.0,-20.0,-36.0,-136.0,32.0,-28.0,41.0,14.0,-71.0,p15_r15
-3.0,-20.0,-73.0,-136.0,19.0,-28.0,41.0,14.0,-71.0,p15_r15
-1.0,-21.0,-63.0,-141.0,12.0,-24.0,39.0,10.0,-64.0,p15_r15
-1.0,-20.0,-56.0,-140.0,12.0,-24.0,39.0,10.0,-64.0,p15_r15
-1.0,-18.0,-53.0,-141.0,12.0,-24.0,41.0,10.0,-63.0,p15_r15
-2.0,-20.0,-61.0,-141.0,10.0,-24.0,41.0,10.0,-63.0,p15_r15
-3.0,-20.0,-63.0,-142.0,8.0,-26.0,41.0,10.0,-63.0,p15_r15
-3.0,-20.0,-71.0,-146.0,6.0,-26.0,41.0,10.0,-63.0,p15_r15
-8.0,-20.0,-73.0,-147.0,5.0,-26.0,41.0,10.0,-63.0,p15_r15
-6.0,-19.0,-71.0,-147.0,5.0,-26.0,41.0,11.0,-62.0,p15_r15
-6.0,-19.0,-63.0,-147.0,5.0,-24.0,41.0,18.0,-62.0,p15_r15
-6.0,-19.0,-63.0,-147.0,5.0,-24.0,41.0,21.0,-54.0,p15_r15
-6.0,-19.0,-63.0,-147.0,5.0,-24.0,45.0,21.0,-54.0,p15_r15
-6.0,-19.0,-69.0,-164.0,-3.0,-24.0,42.0,25.0,-51.0,p15_r15
-6.0,-19.0,-70.0,-168.0,-5.0,-24.0,42.0,23.0,-51.0,p15_r15
