# p15_r-15,p15_r0,p15_r15,p15_r45,p25_r0,p45_r-15,p45_r0,p45_r15,p45_r45,p65_r0,p0_r0
1999,213,0,67,0,0,63,0,158,0,0
185,2092,0,0,0,0,223,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
53,0,0,2208,0,0,0,0,239,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
50,122,0,27,0,0,2236,0,65,0,0
0,0,0,0,0,0,0,0,0,0,0
151,0,0,482,0,0,149,0,1718,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
