taskNumber,yaxis,xaxis,zaxis,force,SG0,SG_E0,SG_D0,SG1,SG_E1,SG_D1,SG2,SG_E2,SG_D2,SG3,SG_E3,SG_D3,SG4,SG_E4,SG_D4,SG5,SG_E5,SG_D5,SG6,SG_E6,SG_D6,SG7,SG_E7,SG_D7,SG8,SG_E8,SG_D8
0,39.94,-249.86,24.58,306.9,696.0,1.2362344,133.0,1013.0,2.2662191,566.0,1013.0,1.5656878,366.0,219.0,0.3596059,-390.0,1013.0,1.6079365,383.0,1013.0,1.633871,393.0,663.0,1.3755187,181.0,1013.0,1.4492131,314.0,1013.0,2.202174,553.0
0,39.94,-249.86,24.58,306.9,705.0,1.2522203,142.0,1013.0,2.2662191,566.0,1013.0,1.5656878,366.0,217.0,0.35632184,-392.0,1013.0,1.6079365,383.0,1013.0,1.633871,393.0,652.0,1.3526971,170.0,1013.0,1.4492131,314.0,1013.0,2.202174,553.0
0,37.89,-249.86,20.48,304.9,686.0,1.2184725,123.0,1013.0,2.2662191,566.0,1013.0,1.5656878,366.0,197.0,0.3234811,-412.0,1013.0,1.6079365,383.0,1013.0,1.633871,393.0,628.0,1.3029046,146.0,1013.0,1.4492131,314.0,1013.0,2.202174,553.0
0,36.86,-254.98,18.43,302.2,593.0,1.053286,30.0,1013.0,2.2662191,566.0,1013.0,1.5656878,366.0,97.0,0.1592775,-512.0,1013.0,1.6079365,383.0,1013.0,1.633871,393.0,628.0,1.3029046,146.0,1013.0,1.4492131,314.0,1013.0,2.202174,553.0
0,36.86,-254.98,18.43,302.2,593.0,1.053286,30.0,1013.0,2.2662191,566.0,1013.0,1.5656878,366.0,88.0,0.14449918,-521.0,1013.0,1.6079365,383.0,1013.0,1.633871,393.0,615.0,1.2759336,133.0,1013.0,1.4492131,314.0,1013.0,2.202174,553.0
0,35.84,-249.86,16.38,307.3,593.0,1.053286,30.0,1013.0,2.2662191,566.0,1013.0,1.5656878,366.0,88.0,0.14449918,-521.0,1013.0,1.6079365,383.0,1013.0,1.633871,393.0,614.0,1.2738589,132.0,1013.0,1.4492131,314.0,1013.0,2.202174,553.0
0,35.84,-249.86,16.38,307.3,593.0,1.053286,30.0,1013.0,2.2662191,566.0,1013.0,1.5656878,366.0,88.0,0.14449918,-521.0,1013.0,1.6079365,383.0,1013.0,1.633871,393.0,613.0,1.2717842,131.0,1013.0,1.4492131,314.0,1013.0,2.202174,553.0
0,35.84,-254.98,17.41,304.3,593.0,1.053286,30.0,1013.0,2.2662191,566.0,1013.0,1.5656878,366.0,88.0,0.14449918,-521.0,1013.0,1.6079365,383.0,1013.0,1.633871,393.0,613.0,1.2717842,131.0,1013.0,1.4492131,314.0,1013.0,2.202174,553.0
0,35.84,-254.98,17.41,304.3,593.0,1.053286,30.0,1013.0,2.2662191,566.0,1013.0,1.5656878,366.0,88.0,0.14449918,-521.0,1013.0,1.6079365,383.0,1013.0,1.633871,393.0,613.0,1.2717842,131.0,1013.0,1.4492131,314.0,1013.0,2.202174,553.0
0,33.79,-250.88,14.34,303.7,565.0,1.0035524,2.0,1013.0,2.2662191,566.0,1013.0,1.5656878,366.0,50.0,0.08210181,-559.0,1013.0,1.6079365,383.0,1013.0,1.633871,393.0,603.0,1.2510374,121.0,1013.0,1.4492131,314.0,1013.0,2.202174,553.0
0,33.79,-250.88,14.34,303.7,567.0,1.0071048,4.0,1013.0,2.2662191,566.0,1013.0,1.5656878,366.0,51.0,0.08374384,-558.0,1013.0,1.6079365,383.0,1013.0,1.633871,393.0,603.0,1.2510374,121.0,1013.0,1.4492131,314.0,1013.0,2.202174,553.0
0,33.79,-251.9,16.38,306.8,569.0,1.0106572,6.0,1013.0,2.2662191,566.0,1013.0,1.5656878,366.0,52.0,0.08538588,-557.0,1013.0,1.6079365,383.0,1013.0,1.633871,393.0,603.0,1.2510374,121.0,1013.0,1.4492131,314.0,1013.0,2.202174,553.0
0,33.79,-251.9,16.38,306.8,571.0,1.0142096,8.0,1013.0,2.2662191,566.0,1013.0,1.5656878,366.0,55.0,0.09031199,-554.0,1013.0,1.6079365,383.0,1013.0,1.633871,393.0,603.0,1.2510374,121.0,1013.0,1.4492131,314.0,1013.0,2.202174,553.0
0,31.74,-246.78,14.34,301.4,580.0,1.0301954,17.0,1013.0,2.2662191,566.0,1013.0,1.5656878,366.0,57.0,0.093596056,-552.0,1013.0,1.6079365,383.0,1013.0,1.633871,393.0,603.0,1.2510374,121.0,1013.0,1.4492131,314.0,1013.0,2.202174,553.0
0,31.74,-246.78,14.34,301.4,583.0,1.035524,20.0,1013.0,2.2662191,566.0,1013.0,1.5656878,366.0,57.0,0.093596056,-552.0,1013.0,1.6079365,383.0,1013.0,1.633871,393.0,592.0,1.2282158,110.0,1013.0,1.4492131,314.0,1013.0,2.202174,553.0
0,29.7,-256.0,12.29,307.6,558.0,0.991119,-5.0,1013.0,2.2662191,566.0,1013.0,1.5656878,366.0,49.0,0.08045977,-560.0,1013.0,1.6079365,383.0,1013.0,1.633871,393.0,617.0,1.280083,135.0,1013.0,1.4492131,314.0,1013.0,2.202174,553.0
0,29.7,-256.0,12.29,307.6,558.0,0.991119,-5.0,1013.0,2.2662191,566.0,1013.0,1.5656878,366.0,49.0,0.08045977,-560.0,1013.0,1.6079365,383.0,1013.0,1.633871,393.0,615.0,1.2759336,133.0,1013.0,1.4492131,314.0,1013.0,2.202174,553.0
0,30.72,-252.93,8.19,307.2,574.0,1.0195382,11.0,1013.0,2.2662191,566.0,1013.0,1.5656878,366.0,60.0,0.098522164,-549.0,1013.0,1.6079365,383.0,1013.0,1.633871,393.0,600.0,1.2448133,118.0,1013.0,1.4492131,314.0,1013.0,2.202174,553.0
0,30.72,-252.93,8.19,307.2,574.0,1.0195382,11.0,1013.0,2.2662191,566.0,1013.0,1.5656878,366.0,60.0,0.098522164,-549.0,1013.0,1.6079365,383.0,1013.0,1.633871,393.0,597.0,1.2385892,115.0,1013.0,1.4492131,314.0,1013.0,2.202174,553.0
0,29.7,-252.93,7.17,302.3,574.0,1.0195382,11.0,1013.0,2.2662191,566.0,1013.0,1.5656878,366.0,60.0,0.098522164,-549.0,1013.0,1.6079365,383.0,1013.0,1.633871,393.0,596.0,1.2365146,114.0,1013.0,1.4492131,314.0,1013.0,2.202174,553.0
0,29.7,-252.93,7.17,302.3,578.0,1.026643,15.0,1013.0,2.2662191,566.0,1013.0,1.5656878,366.0,61.0,0.100164205,-548.0,1013.0,1.6079365,383.0,1013.0,1.633871,393.0,596.0,1.2365146,114.0,1013.0,1.4492131,314.0,1013.0,2.202174,553.0
0,29.7,-251.9,6.14,304.0,586.0,1.0408525,23.0,1013.0,2.2662191,566.0,1013.0,1.5656878,366.0,70.0,0.11494253,-539.0,1013.0,1.6079365,383.0,1013.0,1.633871,393.0,606.0,1.2572614,124.0,1013.0,1.4492131,314.0,1013.0,2.202174,553.0
0,29.7,-251.9,6.14,304.0,585.0,1.0390763,22.0,1013.0,2.2662191,566.0,1013.0,1.5656878,366.0,70.0,0.11494253,-539.0,1013.0,1.6079365,383.0,1013.0,1.633871,393.0,606.0,1.2572614,124.0,1013.0,1.4492131,314.0,1013.0,2.202174,553.0
0,31.74,-246.78,8.19,309.1,585.0,1.0390763,22.0,1013.0,2.2662191,566.0,1013.0,1.5656878,366.0,70.0,0.11494253,-539.0,1013.0,1.6079365,383.0,1013.0,1.633871,393.0,606.0,1.2572614,124.0,1013.0,1.4492131,314.0,1013.0,2.202174,553.0
0,31.74,-246.78,8.19,309.1,586.0,1.0408525,23.0,1013.0,2.2662191,566.0,1013.0,1.5656878,366.0,72.0,0.1182266,-537.0,1013.0,1.6079365,383.0,1013.0,1.633871,393.0,615.0,1.2759336,133.0,1013.0,1.4492131,314.0,1013.0,2.202174,553.0
