taskNumber,yaxis,xaxis,zaxis,force
0,80.9,-53.25,-240.64,3.2
0,80.9,-53.25,-240.64,3.2
0,80.9,-53.25,-240.64,3.2
0,80.9,-53.25,-240.64,3.2
0,80.9,-53.25,-240.64,3.2
0,75.78,-47.1,-235.52,3.1
0,75.78,-47.1,-235.52,3.1
0,75.78,-47.1,-235.52,3.1
0,75.78,-47.1,-235.52,3.1
0,75.78,-47.1,-235.52,3.1
0,103.42,-49.15,-242.69,3.0
0,103.42,-49.15,-242.69,3.0
0,103.42,-49.15,-242.69,3.0
0,103.42,-49.15,-242.69,3.0
0,103.42,-49.15,-242.69,3.0
0,103.42,-49.15,-242.69,3.0
0,99.33,-68.61,-235.52,3.2
0,99.33,-68.61,-235.52,3.2
0,99.33,-68.61,-235.52,3.2
0,99.33,-68.61,-235.52,3.2
0,99.33,-68.61,-235.52,3.2
0,99.33,-68.61,-235.52,3.2
0,64.51,-51.2,-223.23,3.1
0,64.51,-51.2,-223.23,3.1
0,64.51,-51.2,-223.23,3.1
0,64.51,-51.2,-223.23,3.1
0,64.51,-51.2,-223.23,3.1
0,43.01,-4.1,-174.08,3.1
0,43.01,-4.1,-174.08,3.1
0,43.01,-4.1,-174.08,3.1
0,43.01,-4.1,-174.08,3.1
0,43.01,-4.1,-174.08,3.1
0,43.01,-4.1,-174.08,3.1
0,146.43,-55.3,-260.1,3.1
0,146.43,-55.3,-260.1,3.1
0,146.43,-55.3,-260.1,3.1
0,146.43,-55.3,-260.1,3.1
0,146.43,-55.3,-260.1,3.1
0,189.44,-35.84,-268.29,3.0
0,189.44,-35.84,-268.29,3.0
0,189.44,-35.84,-268.29,3.0
0,189.44,-35.84,-268.29,3.0
0,189.44,-35.84,-268.29,3.0
0,189.44,-35.84,-268.29,3.0
0,191.49,-14.34,-217.09,3.0
0,191.49,-14.34,-217.09,3.0
0,191.49,-14.34,-217.09,3.0
0,191.49,-14.34,-217.09,3.0
0,191.49,-14.34,-217.09,3.0
0,190.46,-13.31,-203.78,3.1
0,190.46,-13.31,-203.78,3.1
0,190.46,-13.31,-203.78,3.1
0,190.46,-13.31,-203.78,3.1
0,190.46,-13.31,-203.78,3.1
0,190.46,-13.31,-203.78,3.1
0,223.23,-21.5,-226.3,14.1
0,223.23,-21.5,-226.3,14.1
0,223.23,-21.5,-226.3,14.1
0,223.23,-21.5,-226.3,14.1
0,223.23,-21.5,-226.3,14.1
0,157.7,-21.5,-196.61,106.9
0,157.7,-21.5,-196.61,106.9
0,157.7,-21.5,-196.61,106.9
0,157.7,-21.5,-196.61,106.9
0,157.7,-21.5,-196.61,106.9
0,157.7,-21.5,-196.61,106.9
0,160.77,-19.46,-199.68,284.5
0,160.77,-19.46,-199.68,284.5
0,160.77,-19.46,-199.68,284.5
0,160.77,-19.46,-199.68,284.5
0,160.77,-19.46,-199.68,284.5
0,160.77,-19.46,-199.68,284.5
0,161.79,-24.58,-201.73,442.0
0,161.79,-24.58,-201.73,442.0
0,161.79,-24.58,-201.73,442.0
0,161.79,-24.58,-201.73,442.0
0,161.79,-24.58,-201.73,442.0
0,167.94,-26.62,-195.58,550.9
0,167.94,-26.62,-195.58,550.9
0,167.94,-26.62,-195.58,550.9
0,167.94,-26.62,-195.58,550.9
0,167.94,-26.62,-195.58,550.9
0,167.94,-26.62,-195.58,550.9
0,177.15,-31.74,-186.37,643.5
0,177.15,-31.74,-186.37,643.5
0,177.15,-31.74,-186.37,643.5
0,177.15,-31.74,-186.37,643.5
0,177.15,-31.74,-186.37,643.5
0,186.37,-36.86,-166.91,715.9
0,186.37,-36.86,-166.91,715.9
0,186.37,-36.86,-166.91,715.9
0,186.37,-36.86,-166.91,715.9
0,186.37,-36.86,-166.91,715.9
0,193.54,-38.91,-154.62,754.9
0,193.54,-38.91,-154.62,754.9
0,193.54,-38.91,-154.62,754.9
0,195.58,-43.01,-149.5,798.0
0,195.58,-43.01,-149.5,798.0
0,195.58,-43.01,-149.5,798.0
0,195.58,-43.01,-149.5,798.0
0,197.63,-48.13,-160.77,836.5
0,197.63,-48.13,-160.77,836.5
0,197.63,-48.13,-160.77,836.5
0,197.63,-48.13,-160.77,836.5
0,197.63,-48.13,-160.77,836.5
0,196.61,-51.2,-161.79,728.8
0,196.61,-51.2,-161.79,728.8
0,196.61,-51.2,-161.79,728.8
0,196.61,-51.2,-161.79,728.8
0,196.61,-51.2,-161.79,728.8
0,196.61,-51.2,-161.79,728.8
0,315.39,-51.2,-252.93,342.2
0,315.39,-51.2,-252.93,342.2
0,315.39,-51.2,-252.93,342.2
0,315.39,-51.2,-252.93,342.2
0,315.39,-51.2,-252.93,342.2
0,315.39,-51.2,-252.93,342.2
0,157.7,-124.93,-193.54,39.3
0,157.7,-124.93,-193.54,39.3
0,157.7,-124.93,-193.54,39.3
0,157.7,-124.93,-193.54,39.3
0,157.7,-124.93,-193.54,39.3
0,124.93,-86.02,-216.06,3.2
0,124.93,-86.02,-216.06,3.2
0,124.93,-86.02,-216.06,3.2
0,124.93,-86.02,-216.06,3.2
0,124.93,-86.02,-216.06,3.2
0,124.93,-86.02,-216.06,3.2
0,71.68,-30.72,-217.09,3.1
0,71.68,-30.72,-217.09,3.1
0,71.68,-30.72,-217.09,3.1
1,44.03,-48.13,-225.28,3.2
1,44.03,-48.13,-225.28,3.2
1,44.03,-48.13,-225.28,3.2
1,44.03,-48.13,-225.28,3.2
1,67.58,-99.33,-254.98,3.3
1,67.58,-99.33,-254.98,3.3
1,67.58,-99.33,-254.98,3.3
1,67.58,-99.33,-254.98,3.3
1,67.58,-99.33,-254.98,3.3
1,67.58,-99.33,-254.98,3.3
1,60.42,-88.06,-231.42,3.3
1,60.42,-88.06,-231.42,3.3
1,60.42,-88.06,-231.42,3.3
1,60.42,-88.06,-231.42,3.3
1,60.42,-88.06,-231.42,3.3
1,75.78,-22.53,-279.55,3.5
1,75.78,-22.53,-279.55,3.5
1,75.78,-22.53,-279.55,3.5
1,75.78,-22.53,-279.55,3.5
1,75.78,-22.53,-279.55,3.5
1,75.78,-22.53,-279.55,3.5
1,62.46,-40.96,-229.38,3.4
1,62.46,-40.96,-229.38,3.4
1,62.46,-40.96,-229.38,3.4
1,62.46,-40.96,-229.38,3.4
1,62.46,-40.96,-229.38,3.4
1,60.42,-57.34,-233.47,3.3
1,60.42,-57.34,-233.47,3.3
1,60.42,-57.34,-233.47,3.3
1,60.42,-57.34,-233.47,3.3
1,60.42,-57.34,-233.47,3.3
1,60.42,-57.34,-233.47,3.3
1,148.48,-76.8,-222.21,3.2
1,148.48,-76.8,-222.21,3.2
1,148.48,-76.8,-222.21,3.2
1,148.48,-76.8,-222.21,3.2
1,148.48,-76.8,-222.21,3.2
1,162.82,-21.5,-234.5,3.2
1,162.82,-21.5,-234.5,3.2
1,162.82,-21.5,-234.5,3.2
1,162.82,-21.5,-234.5,3.2
1,162.82,-21.5,-234.5,3.2
1,172.03,-26.62,-220.16,3.3
1,172.03,-26.62,-220.16,3.3
1,172.03,-26.62,-220.16,3.3
1,181.25,-21.5,-216.06,3.2
1,181.25,-21.5,-216.06,3.2
1,181.25,-21.5,-216.06,3.2
1,181.25,-39.94,-198.66,3.3
1,181.25,-39.94,-198.66,3.3
1,181.25,-39.94,-198.66,3.3
1,181.25,-39.94,-198.66,3.3
1,181.25,-39.94,-198.66,3.3
1,181.25,-39.94,-198.66,3.3
1,172.03,-19.46,-196.61,10.2
1,172.03,-19.46,-196.61,10.2
1,172.03,-19.46,-196.61,10.2
1,172.03,-19.46,-196.61,10.2
1,172.03,-19.46,-196.61,10.2
1,169.98,-13.31,-194.56,64.0
1,169.98,-13.31,-194.56,64.0
1,169.98,-13.31,-194.56,64.0
1,169.98,-13.31,-194.56,64.0
1,169.98,-13.31,-194.56,64.0
1,169.98,-13.31,-194.56,64.0
1,158.72,-14.34,-202.75,168.0
1,158.72,-14.34,-202.75,168.0
1,158.72,-14.34,-202.75,168.0
1,158.72,-14.34,-202.75,168.0
1,158.72,-14.34,-202.75,168.0
1,158.72,-14.34,-202.75,168.0
1,163.84,-17.41,-199.68,260.5
1,163.84,-17.41,-199.68,260.5
1,163.84,-17.41,-199.68,260.5
1,163.84,-17.41,-199.68,260.5
1,163.84,-17.41,-199.68,260.5
1,167.94,-14.34,-196.61,324.3
1,167.94,-14.34,-196.61,324.3
1,167.94,-14.34,-196.61,324.3
1,167.94,-14.34,-196.61,324.3
1,167.94,-14.34,-196.61,324.3
1,167.94,-14.34,-196.61,324.3
1,176.13,-20.48,-188.42,370.2
1,176.13,-20.48,-188.42,370.2
1,176.13,-20.48,-188.42,370.2
1,176.13,-20.48,-188.42,370.2
1,176.13,-20.48,-188.42,370.2
1,184.32,-23.55,-188.42,399.5
1,184.32,-23.55,-188.42,399.5
1,184.32,-23.55,-188.42,399.5
1,184.32,-23.55,-188.42,399.5
1,184.32,-23.55,-188.42,399.5
1,184.32,-23.55,-188.42,399.5
1,177.15,-24.58,-184.32,423.3
1,177.15,-24.58,-184.32,423.3
1,177.15,-24.58,-184.32,423.3
1,177.15,-24.58,-184.32,423.3
1,177.15,-24.58,-184.32,423.3
1,171.01,-23.55,-189.44,456.4
1,171.01,-23.55,-189.44,456.4
1,171.01,-23.55,-189.44,456.4
1,171.01,-23.55,-189.44,456.4
1,171.01,-23.55,-189.44,456.4
1,171.01,-23.55,-189.44,456.4
1,171.01,-26.62,-193.54,477.1
1,171.01,-26.62,-193.54,477.1
1,171.01,-26.62,-193.54,477.1
1,171.01,-26.62,-193.54,477.1
1,171.01,-26.62,-193.54,477.1
1,171.01,-26.62,-193.54,477.1
1,168.96,-26.62,-192.51,486.5
1,168.96,-26.62,-192.51,486.5
1,168.96,-26.62,-192.51,486.5
1,168.96,-26.62,-192.51,486.5
1,168.96,-26.62,-192.51,486.5
1,171.01,-26.62,-191.49,491.8
1,171.01,-26.62,-191.49,491.8
1,171.01,-26.62,-191.49,491.8
1,171.01,-26.62,-191.49,491.8
1,171.01,-26.62,-191.49,491.8
1,171.01,-26.62,-191.49,491.8
1,177.15,-32.77,-196.61,430.4
1,177.15,-32.77,-196.61,430.4
1,177.15,-32.77,-196.61,430.4
1,177.15,-32.77,-196.61,430.4
1,177.15,-32.77,-196.61,430.4
1,258.05,2.05,-219.14,191.0
1,258.05,2.05,-219.14,191.0
1,258.05,2.05,-219.14,191.0
1,101.38,-44.03,-219.14,19.7
1,101.38,-44.03,-219.14,19.7
1,101.38,-44.03,-219.14,19.7
1,70.66,-38.91,-176.13,3.3
1,70.66,-38.91,-176.13,3.3
1,70.66,-38.91,-176.13,3.3
1,70.66,-38.91,-176.13,3.3
1,70.66,-38.91,-176.13,3.3
1,70.66,-38.91,-176.13,3.3
1,101.38,-29.7,-264.19,3.3
1,101.38,-29.7,-264.19,3.3
2,117.76,-60.42,-227.33,3.6
2,117.76,-60.42,-227.33,3.6
2,117.76,-60.42,-227.33,3.6
2,117.76,-60.42,-227.33,3.6
2,129.02,-70.66,-227.33,3.4
2,129.02,-70.66,-227.33,3.4
2,129.02,-70.66,-227.33,3.4
2,129.02,-70.66,-227.33,3.4
2,129.02,-70.66,-227.33,3.4
2,120.83,-66.56,-218.11,3.4
2,120.83,-66.56,-218.11,3.4
2,120.83,-66.56,-218.11,3.4
2,120.83,-66.56,-218.11,3.4
2,120.83,-66.56,-218.11,3.4
2,120.83,-66.56,-218.11,3.4
2,117.76,-55.3,-216.06,3.4
