ID,SG0p,SG0m,SG1p,SG1m,SG2p,SG2m,SG3p,SG3m,SG4p,SG4m,SG5p,SG5m,SG6p,SG6m,SG7p,SG7m,SG8p,SG8m
7,931,0,20,0,300,0,331,0,0,1046,330,0,0,874,683,0,0,2383
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156
0,686,0,69,84,534,0,84,0,0,1051,84,0,0,1351,1043,0,0,2081
1,419,0,182,546,1158,0,0,826,0,299,557,0,0,1116,244,0,0,1514
2,153,0,0,659,376,0,40,891,0,192,203,0,0,959,127,0,0,1139
3,0,98,0,1518,0,0,0,1354,0,1848,0,0,0,1567,0,49,0,1991
4,80,0,0,124,0,0,318,0,0,968,0,63,0,555,304,0,0,1733
5,307,0,0,0,0,814,902,0,0,1944,0,567,0,1147,909,0,0,2426
6,813,0,145,0,0,477,843,0,0,2593,0,788,0,1215,646,0,0,2640
7,937,0,0,0,143,0,1425,0,0,1296,0,0,0,445,383,0,0,1776
9,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,845
