taskNumber,yaxis,xaxis,zaxis,force
0,123.9,-113.66,-209.92,4.6
0,123.9,-113.66,-209.92,4.6
0,122.88,-118.78,-201.73,4.6
0,122.88,-118.78,-201.73,4.6
0,122.88,-118.78,-201.73,4.6
0,122.88,-118.78,-201.73,4.6
0,122.88,-118.78,-201.73,4.6
0,109.57,-117.76,-189.44,4.5
0,109.57,-117.76,-189.44,4.5
0,109.57,-117.76,-189.44,4.5
0,109.57,-117.76,-189.44,4.5
0,109.57,-117.76,-189.44,4.5
0,109.57,-117.76,-189.44,4.5
0,121.86,-110.59,-191.49,4.5
0,121.86,-110.59,-191.49,4.5
0,121.86,-110.59,-191.49,4.5
0,121.86,-110.59,-191.49,4.5
0,121.86,-110.59,-191.49,4.5
0,121.86,-110.59,-191.49,4.5
0,133.12,-117.76,-195.58,4.4
0,133.12,-117.76,-195.58,4.4
0,133.12,-117.76,-195.58,4.4
0,133.12,-117.76,-195.58,4.4
0,133.12,-117.76,-195.58,4.4
0,131.07,-111.62,-190.46,4.4
0,131.07,-111.62,-190.46,4.4
0,131.07,-111.62,-190.46,4.4
0,131.07,-111.62,-190.46,4.4
0,131.07,-111.62,-190.46,4.4
0,131.07,-111.62,-190.46,4.4
0,137.22,-115.71,-186.37,4.6
0,137.22,-115.71,-186.37,4.6
0,137.22,-115.71,-186.37,4.6
0,137.22,-115.71,-186.37,4.6
0,137.22,-115.71,-186.37,4.6
0,143.36,-84.99,-200.7,4.5
0,143.36,-84.99,-200.7,4.5
0,143.36,-84.99,-200.7,4.5
0,143.36,-84.99,-200.7,4.5
0,143.36,-84.99,-200.7,4.5
0,143.36,-84.99,-200.7,4.5
0,126.98,-55.3,-205.82,4.5
0,126.98,-55.3,-205.82,4.5
0,126.98,-55.3,-205.82,4.5
0,126.98,-55.3,-205.82,4.5
0,126.98,-55.3,-205.82,4.5
0,130.05,-145.41,-90.11,4.5
0,130.05,-145.41,-90.11,4.5
0,130.05,-145.41,-90.11,4.5
0,130.05,-145.41,-90.11,4.5
0,130.05,-145.41,-90.11,4.5
0,130.05,-145.41,-90.11,4.5
0,166.91,-105.47,-129.02,4.6
0,166.91,-105.47,-129.02,4.6
0,166.91,-105.47,-129.02,4.6
0,166.91,-105.47,-129.02,4.6
0,166.91,-105.47,-129.02,4.6
0,197.63,-49.15,-173.06,4.5
0,197.63,-49.15,-173.06,4.5
0,197.63,-49.15,-173.06,4.5
0,197.63,-49.15,-173.06,4.5
0,197.63,-49.15,-173.06,4.5
0,197.63,-49.15,-173.06,4.5
0,191.49,-50.18,-150.53,4.4
0,191.49,-50.18,-150.53,4.4
0,191.49,-50.18,-150.53,4.4
0,191.49,-50.18,-150.53,4.4
0,191.49,-50.18,-150.53,4.4
0,191.49,-50.18,-150.53,4.4
0,174.08,-47.1,-140.29,4.5
0,174.08,-47.1,-140.29,4.5
0,174.08,-47.1,-140.29,4.5
0,174.08,-47.1,-140.29,4.5
0,174.08,-47.1,-140.29,4.5
0,151.55,-5.12,-141.31,4.9
0,151.55,-5.12,-141.31,4.9
0,151.55,-5.12,-141.31,4.9
0,151.55,-5.12,-141.31,4.9
0,151.55,-5.12,-141.31,4.9
0,151.55,-5.12,-141.31,4.9
0,196.61,-55.3,-157.7,20.0
0,196.61,-55.3,-157.7,20.0
0,196.61,-55.3,-157.7,20.0
0,196.61,-55.3,-157.7,20.0
0,196.61,-55.3,-157.7,20.0
0,194.56,-37.89,-158.72,61.8
0,194.56,-37.89,-158.72,61.8
0,194.56,-37.89,-158.72,61.8
0,194.56,-37.89,-158.72,61.8
0,194.56,-37.89,-158.72,61.8
0,194.56,-37.89,-158.72,61.8
0,200.7,-53.25,-148.48,90.6
0,200.7,-53.25,-148.48,90.6
0,200.7,-53.25,-148.48,90.6
0,200.7,-53.25,-148.48,90.6
0,200.7,-53.25,-148.48,90.6
0,196.61,-83.97,-137.22,108.3
0,196.61,-83.97,-137.22,108.3
0,196.61,-83.97,-137.22,108.3
0,196.61,-83.97,-137.22,108.3
0,196.61,-83.97,-137.22,108.3
0,196.61,-83.97,-137.22,108.3
0,196.61,-98.3,-122.88,116.4
0,196.61,-98.3,-122.88,116.4
0,196.61,-98.3,-122.88,116.4
0,196.61,-98.3,-122.88,116.4
0,196.61,-98.3,-122.88,116.4
0,193.54,-110.59,-124.93,123.7
0,193.54,-110.59,-124.93,123.7
0,193.54,-110.59,-124.93,123.7
0,193.54,-110.59,-124.93,123.7
0,193.54,-110.59,-124.93,123.7
0,193.54,-110.59,-124.93,123.7
0,194.56,-79.87,-138.24,129.3
0,194.56,-79.87,-138.24,129.3
0,194.56,-79.87,-138.24,129.3
0,194.56,-79.87,-138.24,129.3
0,194.56,-79.87,-138.24,129.3
0,194.56,-79.87,-138.24,129.3
0,197.63,-80.9,-135.17,137.8
0,197.63,-80.9,-135.17,137.8
0,197.63,-80.9,-135.17,137.8
0,197.63,-80.9,-135.17,137.8
0,197.63,-80.9,-135.17,137.8
0,184.32,-128.0,-123.9,135.3
0,184.32,-128.0,-123.9,135.3
0,184.32,-128.0,-123.9,135.3
0,184.32,-128.0,-123.9,135.3
0,184.32,-128.0,-123.9,135.3
0,184.32,-128.0,-123.9,135.3
0,226.3,-118.78,-73.73,87.9
0,226.3,-118.78,-73.73,87.9
0,226.3,-118.78,-73.73,87.9
0,226.3,-118.78,-73.73,87.9
0,226.3,-118.78,-73.73,87.9
0,172.03,-223.23,-135.17,18.1
0,172.03,-223.23,-135.17,18.1
0,172.03,-223.23,-135.17,18.1
0,172.03,-223.23,-135.17,18.1
0,172.03,-223.23,-135.17,18.1
0,172.03,-223.23,-135.17,18.1
0,28.67,-201.73,-102.4,4.5
0,28.67,-201.73,-102.4,4.5
0,28.67,-201.73,-102.4,4.5
1,82.94,-79.87,-217.09,4.6
1,82.94,-79.87,-217.09,4.6
1,82.94,-79.87,-217.09,4.6
1,82.94,-79.87,-217.09,4.6
1,82.94,-79.87,-217.09,4.6
1,82.94,-79.87,-217.09,4.6
1,91.14,-97.28,-224.26,4.6
1,91.14,-97.28,-224.26,4.6
1,91.14,-97.28,-224.26,4.6
1,91.14,-97.28,-224.26,4.6
1,91.14,-97.28,-224.26,4.6
1,105.47,-106.5,-214.02,4.6
1,105.47,-106.5,-214.02,4.6
