taskNumber,yaxis,xaxis,zaxis,force
0,-66.56,-184.32,-155.65,1.6
0,-66.56,-184.32,-155.65,1.6
0,-66.56,-184.32,-155.65,1.6
0,-66.56,-184.32,-155.65,1.6
0,-20.48,-190.46,-257.02,1.7
0,-20.48,-190.46,-257.02,1.7
0,-20.48,-190.46,-257.02,1.7
0,-20.48,-190.46,-257.02,1.7
0,-20.48,-190.46,-257.02,1.7
0,-20.48,-190.46,-257.02,1.7
0,-20.48,-137.22,-271.36,1.6
0,-20.48,-137.22,-271.36,1.6
0,-20.48,-137.22,-271.36,1.6
0,-20.48,-137.22,-271.36,1.6
0,-20.48,-137.22,-271.36,1.6
0,-34.82,-136.19,-234.5,1.5
0,-34.82,-136.19,-234.5,1.5
0,-34.82,-136.19,-234.5,1.5
0,-34.82,-136.19,-234.5,1.5
0,-34.82,-136.19,-234.5,1.5
0,-34.82,-136.19,-234.5,1.5
0,-33.79,-132.1,-223.23,1.5
0,-33.79,-132.1,-223.23,1.5
0,-33.79,-132.1,-223.23,1.5
0,-33.79,-132.1,-223.23,1.5
0,-33.79,-132.1,-223.23,1.5
0,-62.46,-133.12,-219.14,1.5
0,-62.46,-133.12,-219.14,1.5
0,-62.46,-133.12,-219.14,1.5
0,-62.46,-133.12,-219.14,1.5
0,-62.46,-133.12,-219.14,1.5
0,-62.46,-133.12,-219.14,1.5
0,-34.82,-54.27,-123.9,1.6
0,-34.82,-54.27,-123.9,1.6
0,-34.82,-54.27,-123.9,1.6
0,-34.82,-54.27,-123.9,1.6
0,-34.82,-54.27,-123.9,1.6
0,117.76,-54.27,-276.48,1.6
0,117.76,-54.27,-276.48,1.6
0,117.76,-54.27,-276.48,1.6
0,117.76,-54.27,-276.48,1.6
0,117.76,-54.27,-276.48,1.6
0,117.76,-54.27,-276.48,1.6
0,177.15,-41.98,-337.92,1.6
0,177.15,-41.98,-337.92,1.6
0,177.15,-41.98,-337.92,1.6
0,177.15,-41.98,-337.92,1.6
0,177.15,-41.98,-337.92,1.6
0,177.15,-41.98,-337.92,1.6
0,121.86,-32.77,-216.06,1.6
0,121.86,-32.77,-216.06,1.6
