# p15_r-15,p15_r0,p15_r15,p15_r45,p25_r0,p45_r-15,p45_r0,p45_r15,p45_r45,p65_r0,p0_r0
123,0,255,0,105,0,0,319,0,407,41
309,26,276,0,188,0,0,165,0,49,237
166,301,606,35,76,0,0,15,0,0,51
81,0,0,143,0,0,0,0,720,0,306
219,48,161,0,260,0,42,520,0,0,0
0,0,0,0,1,722,326,0,0,201,0
0,0,0,0,40,210,981,0,0,19,0
149,100,0,0,206,235,252,58,0,250,0
0,0,0,181,0,0,0,0,814,0,255
0,0,0,0,0,250,250,0,0,694,56
0,0,250,0,0,0,0,0,0,500,500
