# p15_r-15,p15_r0,p15_r15,p15_r45,p25_r0,p45_r-15,p45_r0,p45_r15,p45_r45,p65_r0,p0_r0
801,399,0,0,0,0,0,0,0,0,50
375,797,0,0,78,0,0,0,0,0,0
11,28,1055,0,141,0,0,0,15,0,0
0,0,0,1208,0,0,0,0,21,21,0
0,2,0,0,1086,108,54,0,0,0,0
0,0,0,0,242,641,245,6,0,116,0
0,0,7,0,136,267,673,157,0,10,0
0,0,0,0,47,0,92,1009,102,0,0
0,0,160,37,0,0,44,18,931,60,0
0,0,0,2,0,3,105,26,0,1114,0
0,0,0,0,0,0,0,0,0,0,1250
