# p15_r-15,p15_r0,p15_r15,p15_r45,p25_r0,p45_r-15,p45_r0,p45_r15,p45_r45,p65_r0,p0_r0
111,249,6,100,422,0,128,63,98,0,73
210,310,53,0,432,0,145,30,50,0,20
106,120,662,0,56,11,50,2,224,19,0
0,0,0,1250,0,0,0,0,0,0,0
185,200,31,0,582,120,84,1,0,47,0
98,11,0,0,93,1048,0,0,0,0,0
273,0,0,0,126,411,195,0,0,245,0
250,0,12,0,8,414,114,296,16,37,103
30,0,366,0,0,0,0,322,506,0,26
66,0,166,0,18,268,556,0,0,34,142
245,0,0,0,0,0,0,0,250,0,755
