# p15_r-15,p15_r0,p15_r15,p15_r45,p25_r0,p45_r-15,p45_r0,p45_r15,p45_r45,p65_r0,p0_r0
0,0,0,0,0,0,0,0,0,0,0
0,925,176,0,0,0,71,0,0,0,78
0,49,879,0,240,0,0,0,82,0,0
0,0,0,1168,0,0,0,0,82,0,0
0,0,305,0,675,250,0,20,0,0,0
0,0,0,0,45,717,238,4,0,246,0
0,16,0,0,24,108,522,231,0,349,0
0,0,0,0,28,27,59,907,163,66,0
0,0,2,131,0,0,37,84,996,0,0
0,0,0,0,0,1,124,62,0,1063,0
0,0,0,0,0,0,0,0,0,0,1250
