roll,yaw,pitch,yaxis,xaxis,zaxis,force,SG0,SG_E0,SG_D0,SG1,SG_E1,SG_D1,SG2,SG_E2,SG_D2,SG3,SG_E3,SG_D3,SG4,SG_E4,SG_D4,SG5,SG_E5,SG_D5,SG6,SG_E6,SG_D6,SG7,SG_E7,SG_D7,SG8,SG_E8,SG_D8
53.55,149.5,-15.76,66.56,190.46,141.31,60.6,546.0,1.0601941,31.0,516.0,0.8229665,-111.0,452.0,0.94363254,-27.0,577.0,0.9897084,-6.0,380.0,0.78350514,-105.0,465.0,0.91715974,-42.0,550.0,0.91973245,-48.0,591.0,0.985,-9.0,653.0,0.91584855,-60.0
53.46,149.54,-15.71,68.61,191.49,143.36,56.9,545.0,1.0582525,30.0,516.0,0.8229665,-111.0,450.0,0.9394572,-29.0,577.0,0.9897084,-6.0,380.0,0.78350514,-105.0,465.0,0.91715974,-42.0,550.0,0.91973245,-48.0,591.0,0.985,-9.0,652.0,0.914446,-61.0
53.46,149.54,-15.71,68.61,191.49,143.36,56.9,545.0,1.0582525,30.0,516.0,0.8229665,-111.0,450.0,0.9394572,-29.0,576.0,0.9879931,-7.0,380.0,0.78350514,-105.0,464.0,0.91518736,-43.0,550.0,0.91973245,-48.0,591.0,0.985,-9.0,652.0,0.914446,-61.0
53.54,149.44,-15.76,65.54,190.46,141.31,58.1,544.0,1.0563107,29.0,512.0,0.8165869,-115.0,451.0,0.9415449,-28.0,573.0,0.98284733,-10.0,377.0,0.7773196,-108.0,465.0,0.91715974,-42.0,548.0,0.916388,-50.0,593.0,0.98833334,-7.0,650.0,0.91164094,-63.0
53.54,149.44,-15.76,65.54,190.46,141.31,58.1,546.0,1.0601941,31.0,512.0,0.8165869,-115.0,451.0,0.9415449,-28.0,573.0,0.98284733,-10.0,377.0,0.7773196,-108.0,465.0,0.91715974,-42.0,548.0,0.916388,-50.0,594.0,0.99,-6.0,650.0,0.91164094,-63.0
53.54,149.44,-15.76,65.54,190.46,141.31,58.1,546.0,1.0601941,31.0,512.0,0.8165869,-115.0,451.0,0.9415449,-28.0,573.0,0.98284733,-10.0,377.0,0.7773196,-108.0,465.0,0.91715974,-42.0,548.0,0.916388,-50.0,596.0,0.99333334,-4.0,650.0,0.91164094,-63.0
53.53,149.44,-15.62,66.56,189.44,144.38,60.4,546.0,1.0601941,31.0,512.0,0.8165869,-115.0,451.0,0.9415449,-28.0,573.0,0.98284733,-10.0,377.0,0.7773196,-108.0,465.0,0.91715974,-42.0,548.0,0.916388,-50.0,596.0,0.99333334,-4.0,650.0,0.91164094,-63.0
53.53,149.44,-15.62,66.56,189.44,144.38,60.4,544.0,1.0563107,29.0,513.0,0.8181818,-114.0,448.0,0.9352818,-31.0,571.0,0.9794168,-12.0,378.0,0.77938145,-107.0,463.0,0.913215,-44.0,547.0,0.9147157,-51.0,593.0,0.98833334,-7.0,647.0,0.9074334,-66.0
53.2,149.54,-15.53,67.58,190.46,142.34,62.4,543.0,1.054369,28.0,511.0,0.814992,-116.0,448.0,0.9352818,-31.0,564.0,0.96740997,-19.0,376.0,0.7752577,-109.0,461.0,0.9092702,-46.0,546.0,0.9130435,-52.0,591.0,0.985,-9.0,647.0,0.9074334,-66.0
53.2,149.46,-15.8,66.56,191.49,142.34,61.6,542.0,1.0524272,27.0,508.0,0.8102073,-119.0,447.0,0.93319416,-32.0,564.0,0.96740997,-19.0,376.0,0.7752577,-109.0,459.0,0.9053255,-48.0,546.0,0.9130435,-52.0,591.0,0.985,-9.0,646.0,0.90603083,-67.0
