ID,SG0p,SG0m,SG1p,SG1m,SG2p,SG2m,SG3p,SG3m,SG4p,SG4m,SG5p,SG5m,SG6p,SG6m,SG7p,SG7m,SG8p,SG8m
0,0,399,0,1464,0,229,254,1322,0,888,0,1570,0,1339,23,0,0,1599
2,1787,0,994,0,73,525,3029,0,0,558,5091,0,2056,0,40,0,0,2005
4,0,503,0,592,637,0,20,1108,0,850,24,907,0,982,0,0,0,1592
6,27,0,0,1380,0,155,132,215,107,0,0,2798,0,941,69,0,0,1823
9,0,0,0,0,0,0,498,0,0,0,0,0,0,0,0,0,0,701
