# p15_r-15,p15_r0,p15_r15,p15_r45,p25_r0,p45_r-15,p45_r0,p45_r15,p45_r45,p65_r0,p0_r0
2030,189,0,59,0,0,45,0,177,0,0
97,2165,0,8,0,0,230,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,2279,0,0,0,0,221,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
82,162,0,23,0,0,2058,0,175,0,0
0,0,0,0,0,0,0,0,0,0,0
151,1,0,418,0,0,168,0,1762,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
