taskNumber,yaxis,xaxis,zaxis,force
0,147.46,-60.42,-203.78,0.3
0,147.46,-60.42,-203.78,0.3
0,147.46,-60.42,-203.78,0.3
0,145.41,-70.66,-201.73,0.2
0,145.41,-70.66,-201.73,0.2
0,145.41,-70.66,-201.73,0.2
0,145.41,-70.66,-201.73,0.2
0,145.41,-70.66,-201.73,0.2
0,145.41,-70.66,-201.73,0.2
0,152.58,-69.63,-201.73,0.2
0,152.58,-69.63,-201.73,0.2
0,152.58,-69.63,-201.73,0.2
0,152.58,-69.63,-201.73,0.2
0,152.58,-69.63,-201.73,0.2
0,152.58,-69.63,-201.73,0.2
0,145.41,-65.54,-199.68,0.2
0,145.41,-65.54,-199.68,0.2
0,145.41,-65.54,-199.68,0.2
0,145.41,-65.54,-199.68,0.2
0,145.41,-65.54,-199.68,0.2
0,141.31,-57.34,-197.63,0.3
0,141.31,-57.34,-197.63,0.3
0,141.31,-57.34,-197.63,0.3
0,141.31,-57.34,-197.63,0.3
0,141.31,-57.34,-197.63,0.3
0,137.22,-41.98,-190.46,0.3
0,137.22,-41.98,-190.46,0.3
0,137.22,-41.98,-190.46,0.3
0,177.15,-47.1,-191.49,0.2
0,177.15,-47.1,-191.49,0.2
0,177.15,-47.1,-191.49,0.2
0,183.3,-52.22,-189.44,0.3
0,183.3,-52.22,-189.44,0.3
0,183.3,-52.22,-189.44,0.3
0,183.3,-52.22,-189.44,0.3
0,183.3,-52.22,-189.44,0.3
0,169.98,-48.13,-198.66,0.2
0,169.98,-48.13,-198.66,0.2
0,169.98,-48.13,-198.66,0.2
0,169.98,-48.13,-198.66,0.2
0,191.49,-39.94,-207.87,0.2
0,191.49,-39.94,-207.87,0.2
0,191.49,-39.94,-207.87,0.2
0,191.49,-39.94,-207.87,0.2
0,191.49,-39.94,-207.87,0.2
0,191.49,-39.94,-207.87,0.2
0,191.49,-39.94,-207.87,0.2
0,177.15,-34.82,-193.54,0.3
0,177.15,-34.82,-193.54,0.3
0,177.15,-34.82,-193.54,0.3
0,186.37,0.0,-192.51,6.1
0,186.37,0.0,-192.51,6.1
0,186.37,0.0,-192.51,6.1
0,186.37,0.0,-192.51,6.1
0,186.37,0.0,-192.51,6.1
0,182.27,-30.72,-176.13,40.2
0,182.27,-30.72,-176.13,40.2
0,182.27,-30.72,-176.13,40.2
0,182.27,-30.72,-176.13,40.2
0,182.27,-30.72,-176.13,40.2
0,182.27,-30.72,-176.13,40.2
0,186.37,-21.5,-180.22,82.3
0,186.37,-21.5,-180.22,82.3
0,186.37,-21.5,-180.22,82.3
0,186.37,-21.5,-180.22,82.3
0,186.37,-21.5,-180.22,82.3
0,182.27,-19.46,-183.3,89.9
0,182.27,-19.46,-183.3,89.9
0,182.27,-19.46,-183.3,89.9
0,182.27,-19.46,-183.3,89.9
0,182.27,-19.46,-183.3,89.9
0,174.08,-31.74,-185.34,72.7
0,174.08,-31.74,-185.34,72.7
0,174.08,-31.74,-185.34,72.7
0,174.08,-31.74,-185.34,72.7
0,174.08,-31.74,-185.34,72.7
0,174.08,-31.74,-185.34,72.7
