taskNumber,yaxis,xaxis,zaxis,force
0,48.13,-22.53,-259.07,-0.0
0,48.13,-22.53,-259.07,-0.0
0,48.13,-22.53,-259.07,-0.0
0,57.34,-7.17,-266.24,-0.0
0,57.34,-7.17,-266.24,-0.0
0,57.34,-7.17,-266.24,-0.0
0,57.34,-7.17,-266.24,-0.0
0,57.34,-7.17,-266.24,-0.0
0,46.08,-1.02,-239.62,-0.0
0,46.08,-1.02,-239.62,-0.0
0,46.08,-1.02,-239.62,-0.0
0,46.08,-1.02,-239.62,-0.0
0,46.08,-1.02,-239.62,-0.0
0,46.08,-1.02,-239.62,-0.0
0,56.32,-15.36,-264.19,0.0
0,56.32,-15.36,-264.19,0.0
0,56.32,-15.36,-264.19,0.0
0,56.32,-15.36,-264.19,0.0
0,56.32,-15.36,-264.19,0.0
0,59.39,-23.55,-248.83,0.0
0,59.39,-23.55,-248.83,0.0
0,59.39,-23.55,-248.83,0.0
0,59.39,-23.55,-248.83,0.0
0,59.39,-23.55,-248.83,0.0
0,59.39,-23.55,-248.83,0.0
0,72.7,-30.72,-283.65,-0.0
0,72.7,-30.72,-283.65,-0.0
0,72.7,-30.72,-283.65,-0.0
0,72.7,-30.72,-283.65,-0.0
0,72.7,-30.72,-283.65,-0.0
0,41.98,-9.22,-221.18,-0.0
0,41.98,-9.22,-221.18,-0.0
0,41.98,-9.22,-221.18,-0.0
0,41.98,-9.22,-221.18,-0.0
0,41.98,-9.22,-221.18,-0.0
0,41.98,-9.22,-221.18,-0.0
0,78.85,-48.13,-254.98,0.1
0,78.85,-48.13,-254.98,0.1
0,78.85,-48.13,-254.98,0.1
0,78.85,-48.13,-254.98,0.1
0,78.85,-48.13,-254.98,0.1
0,84.99,-57.34,-274.43,0.2
0,84.99,-57.34,-274.43,0.2
0,84.99,-57.34,-274.43,0.2
0,84.99,-57.34,-274.43,0.2
0,84.99,-57.34,-274.43,0.2
0,84.99,-57.34,-274.43,0.2
0,55.3,-89.09,-259.07,0.0
0,55.3,-89.09,-259.07,0.0
0,55.3,-89.09,-259.07,0.0
0,55.3,-89.09,-259.07,0.0
0,55.3,-89.09,-259.07,0.0
0,249.86,71.68,-524.29,2.4
0,249.86,71.68,-524.29,2.4
0,249.86,71.68,-524.29,2.4
0,249.86,71.68,-524.29,2.4
