taskNumber,yaxis,xaxis,zaxis,force,SG0,SG_E0,SG_D0,SG1,SG_E1,SG_D1,SG2,SG_E2,SG_D2,SG3,SG_E3,SG_D3,SG4,SG_E4,SG_D4,SG5,SG_E5,SG_D5,SG6,SG_E6,SG_D6,SG7,SG_E7,SG_D7,SG8,SG_E8,SG_D8
0,219.14,17.41,-118.78,202.2,277.0,0.49376115,-284.0,579.0,0.92788464,-45.0,757.0,1.3051724,177.0,484.0,0.60199004,-320.0,480.0,0.86021507,-78.0,1013.0,1.5119402,343.0,0.0,0.0,-455.0,1013.0,1.8252252,458.0,988.0,1.8712121,460.0
0,219.14,17.41,-118.78,202.2,277.0,0.49376115,-284.0,578.0,0.92628205,-46.0,757.0,1.3051724,177.0,484.0,0.60199004,-320.0,480.0,0.86021507,-78.0,1013.0,1.5119402,343.0,0.0,0.0,-455.0,1013.0,1.8252252,458.0,988.0,1.8712121,460.0
0,220.16,18.43,-119.81,200.1,277.0,0.49376115,-284.0,578.0,0.92628205,-46.0,757.0,1.3051724,177.0,484.0,0.60199004,-320.0,480.0,0.86021507,-78.0,1013.0,1.5119402,343.0,0.0,0.0,-455.0,1013.0,1.8252252,458.0,988.0,1.8712121,460.0
0,220.16,18.43,-119.81,200.1,277.0,0.49376115,-284.0,577.0,0.92467946,-47.0,757.0,1.3051724,177.0,484.0,0.60199004,-320.0,480.0,0.86021507,-78.0,1013.0,1.5119402,343.0,0.0,0.0,-455.0,1009.0,1.818018,454.0,987.0,1.8693181,459.0
0,220.16,18.43,-118.78,205.1,275.0,0.49019608,-286.0,577.0,0.92467946,-47.0,752.0,1.2965517,172.0,482.0,0.5995025,-322.0,477.0,0.8548387,-81.0,1013.0,1.5119402,343.0,0.0,0.0,-455.0,1009.0,1.818018,454.0,985.0,1.8655303,457.0
0,220.16,18.43,-118.78,205.1,275.0,0.49019608,-286.0,577.0,0.92467946,-47.0,752.0,1.2965517,172.0,482.0,0.5995025,-322.0,476.0,0.8530466,-82.0,1013.0,1.5119402,343.0,0.0,0.0,-455.0,1007.0,1.8144144,452.0,983.0,1.8617424,455.0
0,220.16,18.43,-118.78,205.1,276.0,0.49197862,-285.0,577.0,0.92467946,-47.0,752.0,1.2965517,172.0,485.0,0.6032338,-319.0,477.0,0.8548387,-81.0,1013.0,1.5119402,343.0,0.0,0.0,-455.0,1009.0,1.818018,454.0,983.0,1.8617424,455.0
0,220.16,15.36,-118.78,207.2,286.0,0.50980395,-275.0,574.0,0.9198718,-50.0,756.0,1.3034483,176.0,528.0,0.6567164,-276.0,476.0,0.8530466,-82.0,1013.0,1.5119402,343.0,0.0,0.0,-455.0,1010.0,1.8198198,455.0,985.0,1.8655303,457.0
0,220.16,15.36,-118.78,207.2,285.0,0.5080214,-276.0,573.0,0.9182692,-51.0,756.0,1.3034483,176.0,528.0,0.6567164,-276.0,476.0,0.8530466,-82.0,1013.0,1.5119402,343.0,0.0,0.0,-455.0,1010.0,1.8198198,455.0,985.0,1.8655303,457.0
0,220.16,17.41,-120.83,203.8,283.0,0.50445634,-278.0,572.0,0.9166667,-52.0,755.0,1.3017242,175.0,528.0,0.6567164,-276.0,476.0,0.8530466,-82.0,1013.0,1.5119402,343.0,0.0,0.0,-455.0,1009.0,1.818018,454.0,985.0,1.8655303,457.0
0,220.16,17.41,-120.83,203.8,282.0,0.5026738,-279.0,571.0,0.9150641,-53.0,754.0,1.3,174.0,526.0,0.65422887,-278.0,476.0,0.8530466,-82.0,1013.0,1.5119402,343.0,0.0,0.0,-455.0,1009.0,1.818018,454.0,985.0,1.8655303,457.0
0,220.16,17.41,-120.83,200.9,281.0,0.50089127,-280.0,571.0,0.9150641,-53.0,754.0,1.3,174.0,524.0,0.65174127,-280.0,475.0,0.85125446,-83.0,1013.0,1.5119402,343.0,0.0,0.0,-455.0,1008.0,1.8162162,453.0,985.0,1.8655303,457.0
0,220.16,17.41,-120.83,200.9,281.0,0.50089127,-280.0,571.0,0.9150641,-53.0,754.0,1.3,174.0,524.0,0.65174127,-280.0,476.0,0.8530466,-82.0,1013.0,1.5119402,343.0,0.0,0.0,-455.0,1009.0,1.818018,454.0,985.0,1.8655303,457.0
0,220.16,17.41,-118.78,199.6,281.0,0.50089127,-280.0,572.0,0.9166667,-52.0,755.0,1.3017242,175.0,524.0,0.65174127,-280.0,476.0,0.8530466,-82.0,1013.0,1.5119402,343.0,0.0,0.0,-455.0,1010.0,1.8198198,455.0,986.0,1.8674242,458.0
0,220.16,17.41,-118.78,199.6,281.0,0.50089127,-280.0,573.0,0.9182692,-51.0,755.0,1.3017242,175.0,524.0,0.65174127,-280.0,476.0,0.8530466,-82.0,1013.0,1.5119402,343.0,0.0,0.0,-455.0,1011.0,1.8216217,456.0,986.0,1.8674242,458.0
0,219.14,19.46,-119.81,200.3,260.0,0.46345812,-301.0,571.0,0.9150641,-53.0,746.0,1.2862068,166.0,470.0,0.58457714,-334.0,475.0,0.85125446,-83.0,1013.0,1.5119402,343.0,0.0,0.0,-455.0,1013.0,1.8252252,458.0,986.0,1.8674242,458.0
0,219.14,19.46,-119.81,200.3,261.0,0.46524063,-300.0,571.0,0.9150641,-53.0,746.0,1.2862068,166.0,471.0,0.5858209,-333.0,475.0,0.85125446,-83.0,1013.0,1.5119402,343.0,0.0,0.0,-455.0,1013.0,1.8252252,458.0,986.0,1.8674242,458.0
0,220.16,20.48,-119.81,203.2,263.0,0.4688057,-298.0,570.0,0.91346157,-54.0,745.0,1.2844827,165.0,474.0,0.5895522,-330.0,475.0,0.85125446,-83.0,1013.0,1.5119402,343.0,0.0,0.0,-455.0,1013.0,1.8252252,458.0,981.0,1.8579545,453.0
