ID,SG0p,SG0m,SG1p,SG1m,SG2p,SG2m,SG3p,SG3m,SG4p,SG4m,SG5p,SG5m,SG6p,SG6m,SG7p,SG7m,SG8p,SG8m
6,939,0,487,0,0,1741,2275,0,198,0,0,1342,0,1894,299,0,0,12690
7,1292,0,352,0,0,535,1355,0,1023,0,27,120,0,2040,554,0,0,14116
9,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,7965
0,690,0,110,0,1324,0,0,455,402,0,1092,0,0,0,202,0,0,12045
1,596,0,0,0,1248,0,0,1028,393,0,1681,0,242,0,198,0,0,13001
2,445,118,0,0,551,0,0,1715,0,0,939,0,840,0,0,0,0,11455
3,193,88,0,0,0,242,0,1280,0,492,0,0,340,0,0,60,0,12226
4,0,0,0,0,79,1231,85,312,0,1190,0,1621,0,0,0,410,0,12929
5,0,459,212,0,0,1729,1154,0,0,901,0,2367,151,1604,0,0,0,13639
6,751,0,847,0,0,1123,2431,0,415,0,0,901,0,2416,416,0,0,11451
7,1850,0,437,0,0,603,1196,0,389,0,0,0,0,1630,482,0,0,13345
9,0,373,0,0,0,0,0,470,0,0,0,0,40,0,0,0,0,8537
0,664,0,243,0,1743,0,0,0,1552,0,1497,0,0,125,459,0,0,13039
1,493,0,0,0,1001,0,0,962,592,0,1168,0,255,0,180,0,0,11096
2,228,0,0,134,469,0,57,1129,0,0,585,0,90,0,0,0,0,12372
3,502,0,0,0,80,0,0,1112,0,710,208,0,192,0,0,0,0,13538
4,0,191,0,0,0,845,0,1054,0,1407,0,947,30,0,0,450,0,12763
5,0,207,272,0,0,975,968,0,0,592,0,1309,0,1629,0,0,0,13374
6,806,0,375,0,0,1303,1447,0,139,396,0,913,0,1487,119,0,0,12511
7,1359,0,253,0,0,447,799,0,377,0,0,21,0,799,204,0,0,13155
9,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,7094
