ID,SG0p,SG0m,SG1p,SG1m,SG2p,SG2m,SG3p,SG3m,SG4p,SG4m,SG5p,SG5m,SG6p,SG6m,SG7p,SG7m,SG8p,SG8m
0,1060,0,219,0,1997,0,146,0,970,0,1531,0,0,759,479,0,0,8264
1,543,0,0,0,2182,0,0,1383,344,0,2090,0,112,0,339,0,0,6033
2,260,0,0,0,294,0,0,385,0,0,357,0,165,0,0,0,0,5038
3,355,0,0,0,0,708,0,636,0,0,0,88,362,0,0,152,0,5574
4,0,0,0,0,0,2548,0,829,0,1361,0,1732,0,0,0,412,0,6443
5,0,681,175,0,0,3571,297,0,0,857,0,1898,0,958,0,0,0,5258
6,624,0,973,0,0,1556,2894,0,775,0,0,831,0,2703,568,0,0,7222
7,674,0,364,0,0,384,600,0,696,0,136,0,0,1611,297,0,0,6947
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6556
