taskNumber,yaxis,xaxis,zaxis,force,SG0,SG_E0,SG_D0,SG1,SG_E1,SG_D1,SG2,SG_E2,SG_D2,SG3,SG_E3,SG_D3,SG4,SG_E4,SG_D4,SG5,SG_E5,SG_D5,SG6,SG_E6,SG_D6,SG7,SG_E7,SG_D7,SG8,SG_E8,SG_D8
0,93.18,-67.58,-237.57,97.8,21.0,0.033707865,-602.0,541.0,0.7795389,-153.0,0.0,0.0,-584.0,203.0,0.41093117,-291.0,483.0,0.7715655,-143.0,225.0,0.38006756,-367.0,524.0,0.8836425,-69.0,438.0,0.8656126,-68.0,497.0,0.75877863,-158.0
0,93.18,-67.58,-237.57,97.8,29.0,0.046548955,-594.0,541.0,0.7795389,-153.0,0.0,0.0,-584.0,203.0,0.41093117,-291.0,483.0,0.7715655,-143.0,242.0,0.4087838,-350.0,524.0,0.8836425,-69.0,443.0,0.87549406,-63.0,497.0,0.75877863,-158.0
0,89.09,-67.58,-241.66,106.5,42.0,0.06741573,-581.0,541.0,0.7795389,-153.0,0.0,0.0,-584.0,203.0,0.41093117,-291.0,483.0,0.7715655,-143.0,242.0,0.4087838,-350.0,533.0,0.89881957,-60.0,446.0,0.88142294,-60.0,497.0,0.75877863,-158.0
0,89.09,-67.58,-241.66,106.5,21.0,0.033707865,-602.0,541.0,0.7795389,-153.0,0.0,0.0,-584.0,203.0,0.41093117,-291.0,483.0,0.7715655,-143.0,242.0,0.4087838,-350.0,534.0,0.9005059,-59.0,463.0,0.91501975,-43.0,497.0,0.75877863,-158.0
0,92.16,-65.54,-242.69,104.1,0.0,0.0,-623.0,538.0,0.77521616,-156.0,0.0,0.0,-584.0,179.0,0.36234817,-315.0,463.0,0.73961663,-163.0,247.0,0.41722974,-345.0,526.0,0.88701516,-67.0,468.0,0.9249012,-38.0,490.0,0.7480916,-165.0
0,92.16,-65.54,-242.69,104.1,0.0,0.0,-623.0,537.0,0.7737752,-157.0,7.0,0.011986301,-577.0,178.0,0.36032388,-316.0,463.0,0.73961663,-163.0,247.0,0.41722974,-345.0,522.0,0.8802698,-71.0,464.0,0.91699606,-42.0,490.0,0.7480916,-165.0
0,89.09,-66.56,-242.69,105.4,0.0,0.0,-623.0,533.0,0.7680115,-161.0,0.0,0.0,-584.0,167.0,0.33805668,-327.0,461.0,0.7364217,-165.0,252.0,0.4256757,-340.0,520.0,0.87689716,-73.0,461.0,0.9110672,-45.0,494.0,0.7541985,-161.0
0,89.09,-66.56,-242.69,105.4,0.0,0.0,-623.0,533.0,0.7680115,-161.0,0.0,0.0,-584.0,167.0,0.33805668,-327.0,461.0,0.7364217,-165.0,252.0,0.4256757,-340.0,520.0,0.87689716,-73.0,462.0,0.9130435,-44.0,495.0,0.7557252,-160.0
0,89.09,-66.56,-242.69,105.4,0.0,0.0,-623.0,528.0,0.7608069,-166.0,0.0,0.0,-584.0,167.0,0.33805668,-327.0,458.0,0.7316294,-168.0,253.0,0.42736486,-339.0,521.0,0.8785835,-72.0,462.0,0.9130435,-44.0,496.0,0.7572519,-159.0
0,91.14,-68.61,-239.62,100.3,0.0,0.0,-623.0,528.0,0.7608069,-166.0,0.0,0.0,-584.0,165.0,0.3340081,-329.0,456.0,0.7284345,-170.0,253.0,0.42736486,-339.0,521.0,0.8785835,-72.0,462.0,0.9130435,-44.0,496.0,0.7572519,-159.0
