# p15_r-15,p15_r0,p15_r15,p15_r45,p25_r0,p45_r-15,p45_r0,p45_r15,p45_r45,p65_r0,p0_r0
800,0,0,0,0,0,0,0,200,0,0
0,940,0,0,0,0,60,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,880,0,0,0,0,120,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
13,310,0,0,0,0,677,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,163,0,0,50,0,787,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
