# p15_r-15,p15_r0,p15_r15,p15_r45,p25_r0,p45_r-15,p45_r0,p45_r15,p45_r45,p65_r0,p0_r0
752,48,0,0,0,0,0,0,200,0,0
100,900,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
124,38,0,426,0,0,0,0,412,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1000,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
289,0,0,150,0,0,0,0,561,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
