# p15_r-15,p15_r0,p15_r15,p15_r45,p25_r0,p45_r-15,p45_r0,p45_r15,p45_r45,p65_r0,p0_r0
7808,716,0,200,0,0,200,0,1076,0,0
531,8532,0,119,0,0,688,0,130,0,0
0,0,0,0,0,0,0,0,0,0,0
231,63,0,8634,0,0,0,0,1072,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
247,722,0,50,0,0,8627,0,354,0,0
0,0,0,0,0,0,0,0,0,0,0
685,122,0,2058,0,0,290,0,6845,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
