taskNumber,yaxis,xaxis,zaxis,force
0,86.02,0.0,-232.45,-7.1
0,86.02,0.0,-232.45,-7.1
0,86.02,0.0,-232.45,-7.1
0,86.02,0.0,-232.45,-7.1
0,86.02,0.0,-232.45,-7.1
0,86.02,0.0,-232.45,-7.1
0,79.87,10.24,-256.0,-6.7
0,79.87,10.24,-256.0,-6.7
0,79.87,10.24,-256.0,-6.7
0,79.87,10.24,-256.0,-6.7
0,79.87,10.24,-256.0,-6.7
0,79.87,17.41,-244.74,-7.1
0,79.87,17.41,-244.74,-7.1
0,79.87,17.41,-244.74,-7.1
0,79.87,17.41,-244.74,-7.1
0,79.87,17.41,-244.74,-7.1
0,79.87,17.41,-244.74,-7.1
0,93.18,8.19,-268.29,-7.6
0,93.18,8.19,-268.29,-7.6
0,93.18,8.19,-268.29,-7.6
0,93.18,8.19,-268.29,-7.6
0,93.18,8.19,-268.29,-7.6
0,72.7,27.65,-256.0,-8.2
0,72.7,27.65,-256.0,-8.2
0,72.7,27.65,-256.0,-8.2
0,72.7,27.65,-256.0,-8.2
0,72.7,27.65,-256.0,-8.2
0,72.7,27.65,-256.0,-8.2
0,69.63,-7.17,-260.1,-8.9
0,69.63,-7.17,-260.1,-8.9
0,69.63,-7.17,-260.1,-8.9
0,69.63,-7.17,-260.1,-8.9
0,69.63,-7.17,-260.1,-8.9
0,69.63,-7.17,-260.1,-8.9
0,76.8,-13.31,-258.05,-10.2
0,76.8,-13.31,-258.05,-10.2
0,76.8,-13.31,-258.05,-10.2
0,76.8,-13.31,-258.05,-10.2
0,76.8,-13.31,-258.05,-10.2
0,55.3,51.2,-125.95,-10.3
0,55.3,51.2,-125.95,-10.3
0,55.3,51.2,-125.95,-10.3
0,55.3,51.2,-125.95,-10.3
0,55.3,51.2,-125.95,-10.3
0,55.3,51.2,-125.95,-10.3
0,275.46,62.46,-264.19,6.8
0,275.46,62.46,-264.19,6.8
0,275.46,62.46,-264.19,6.8
0,275.46,62.46,-264.19,6.8
0,275.46,62.46,-264.19,6.8
0,141.31,29.7,-314.37,94.8
0,141.31,29.7,-314.37,94.8
0,141.31,29.7,-314.37,94.8
0,141.31,29.7,-314.37,94.8
0,141.31,29.7,-314.37,94.8
0,141.31,29.7,-314.37,94.8
0,34.82,-9.22,159.74,90.5
0,34.82,-9.22,159.74,90.5
0,34.82,-9.22,159.74,90.5
0,34.82,-9.22,159.74,90.5
0,34.82,-9.22,159.74,90.5
0,279.55,121.86,-60.42,25.7
0,279.55,121.86,-60.42,25.7
0,279.55,121.86,-60.42,25.7
0,279.55,121.86,-60.42,25.7
0,279.55,121.86,-60.42,25.7
0,279.55,121.86,-60.42,25.7
0,184.32,-295.94,-171.01,67.7
0,184.32,-295.94,-171.01,67.7
0,184.32,-295.94,-171.01,67.7
0,184.32,-295.94,-171.01,67.7
0,184.32,-295.94,-171.01,67.7
0,184.32,-295.94,-171.01,67.7
0,198.66,-8.19,-185.34,112.1
0,198.66,-8.19,-185.34,112.1
0,198.66,-8.19,-185.34,112.1
0,198.66,-8.19,-185.34,112.1
0,198.66,-8.19,-185.34,112.1
0,121.86,118.78,-267.26,179.1
0,121.86,118.78,-267.26,179.1
0,121.86,118.78,-267.26,179.1
0,121.86,118.78,-267.26,179.1
0,121.86,118.78,-267.26,179.1
0,227.33,-35.84,-236.54,101.4
0,227.33,-35.84,-236.54,101.4
0,227.33,-35.84,-236.54,101.4
0,227.33,-35.84,-236.54,101.4
0,227.33,-35.84,-236.54,101.4
0,227.33,-35.84,-236.54,101.4
0,124.93,-39.94,-219.14,5.9
0,124.93,-39.94,-219.14,5.9
0,124.93,-39.94,-219.14,5.9
0,124.93,-39.94,-219.14,5.9
0,124.93,-39.94,-219.14,5.9
1,121.86,0.0,-253.95,-7.5
1,121.86,0.0,-253.95,-7.5
1,121.86,0.0,-253.95,-7.5
1,139.26,-26.62,-266.24,-8.0
1,139.26,-26.62,-266.24,-8.0
1,139.26,-26.62,-266.24,-8.0
1,139.26,-26.62,-266.24,-8.0
1,139.26,-26.62,-266.24,-8.0
1,106.5,-18.43,-221.18,-8.3
1,106.5,-18.43,-221.18,-8.3
1,106.5,-18.43,-221.18,-8.3
1,106.5,-18.43,-221.18,-8.3
1,106.5,-18.43,-221.18,-8.3
1,106.5,-18.43,-221.18,-8.3
1,104.45,-3.07,-230.4,-8.2
1,104.45,-3.07,-230.4,-8.2
1,104.45,-3.07,-230.4,-8.2
1,104.45,-3.07,-230.4,-8.2
1,104.45,-3.07,-230.4,-8.2
1,108.54,-53.25,-272.38,-7.8
1,108.54,-53.25,-272.38,-7.8
1,108.54,-53.25,-272.38,-7.8
1,108.54,-53.25,-272.38,-7.8
1,108.54,-53.25,-272.38,-7.8
1,108.54,-53.25,-272.38,-7.8
1,60.42,-17.41,-234.5,-8.4
1,60.42,-17.41,-234.5,-8.4
1,60.42,-17.41,-234.5,-8.4
1,60.42,-17.41,-234.5,-8.4
1,60.42,-17.41,-234.5,-8.4
1,60.42,-17.41,-234.5,-8.4
1,151.55,88.06,-139.26,-9.8
1,151.55,88.06,-139.26,-9.8
1,151.55,88.06,-139.26,-9.8
1,151.55,88.06,-139.26,-9.8
1,151.55,88.06,-139.26,-9.8
1,242.69,17.41,-182.27,26.8
1,242.69,17.41,-182.27,26.8
1,242.69,17.41,-182.27,26.8
1,242.69,17.41,-182.27,26.8
1,242.69,17.41,-182.27,26.8
1,242.69,17.41,-182.27,26.8
1,144.38,55.3,-307.2,124.4
1,144.38,55.3,-307.2,124.4
1,144.38,55.3,-307.2,124.4
1,144.38,55.3,-307.2,124.4
1,144.38,55.3,-307.2,124.4
1,-2.05,154.62,200.7,62.7
1,-2.05,154.62,200.7,62.7
1,-2.05,154.62,200.7,62.7
1,-2.05,154.62,200.7,62.7
1,-2.05,154.62,200.7,62.7
1,-2.05,154.62,200.7,62.7
1,211.97,-29.7,-161.79,72.6
1,211.97,-29.7,-161.79,72.6
1,211.97,-29.7,-161.79,72.6
1,211.97,-29.7,-161.79,72.6
1,211.97,-29.7,-161.79,72.6
1,211.97,-29.7,-161.79,72.6
1,259.07,-173.06,-89.09,148.0
1,259.07,-173.06,-89.09,148.0
1,259.07,-173.06,-89.09,148.0
1,259.07,-173.06,-89.09,148.0
1,259.07,-173.06,-89.09,148.0
1,104.45,114.69,-283.65,284.3
1,104.45,114.69,-283.65,284.3
1,104.45,114.69,-283.65,284.3
1,104.45,114.69,-283.65,284.3
1,104.45,114.69,-283.65,284.3
1,104.45,114.69,-283.65,284.3
1,189.44,3.07,-203.78,309.9
1,189.44,3.07,-203.78,309.9
1,189.44,3.07,-203.78,309.9
1,189.44,3.07,-203.78,309.9
1,189.44,3.07,-203.78,309.9
1,187.39,-19.46,-135.17,123.1
1,187.39,-19.46,-135.17,123.1
1,187.39,-19.46,-135.17,123.1
2,93.18,-1.02,-250.88,-7.9
2,125.95,-48.13,-266.24,-8.2
2,125.95,-48.13,-266.24,-8.2
2,125.95,-48.13,-266.24,-8.2
2,125.95,-48.13,-266.24,-8.2
2,125.95,-48.13,-266.24,-8.2
2,105.47,-24.58,-246.78,-7.5
2,105.47,-24.58,-246.78,-7.5
2,105.47,-24.58,-246.78,-7.5
2,105.47,-24.58,-246.78,-7.5
2,105.47,-24.58,-246.78,-7.5
2,105.47,-24.58,-246.78,-7.5
2,97.28,-16.38,-239.62,-7.3
2,97.28,-16.38,-239.62,-7.3
2,97.28,-16.38,-239.62,-7.3
2,97.28,-16.38,-239.62,-7.3
2,97.28,-16.38,-239.62,-7.3
2,91.14,-49.15,-228.35,-7.3
2,91.14,-49.15,-228.35,-7.3
2,91.14,-49.15,-228.35,-7.3
2,91.14,-49.15,-228.35,-7.3
2,91.14,-49.15,-228.35,-7.3
2,91.14,-49.15,-228.35,-7.3
2,88.06,-45.06,-252.93,-7.1
2,88.06,-45.06,-252.93,-7.1
2,88.06,-45.06,-252.93,-7.1
2,88.06,-45.06,-252.93,-7.1
2,88.06,-45.06,-252.93,-7.1
2,88.06,-45.06,-252.93,-7.1
2,86.02,94.21,-226.3,-7.6
2,86.02,94.21,-226.3,-7.6
2,86.02,94.21,-226.3,-7.6
2,86.02,94.21,-226.3,-7.6
2,86.02,94.21,-226.3,-7.6
2,162.82,-25.6,215.04,1.7
2,162.82,-25.6,215.04,1.7
2,162.82,-25.6,215.04,1.7
2,162.82,-25.6,215.04,1.7
