ID,SG0p,SG0m,SG1p,SG1m,SG2p,SG2m,SG3p,SG3m,SG4p,SG4m,SG5p,SG5m,SG6p,SG6m,SG7p,SG7m,SG8p,SG8m
0,0,162,0,947,3438,0,1603,0,416,0,157,566,0,2167,245,0,0,3210
1,0,730,0,675,2565,0,149,0,54,0,50,150,0,1830,592,0,0,3889
2,0,804,0,248,4312,0,84,447,336,0,140,311,0,809,476,0,0,2882
3,0,839,0,887,882,0,44,1596,0,541,75,427,0,1620,684,0,0,2667
4,0,796,0,1780,0,1816,0,2239,0,1333,0,1481,0,1655,426,0,0,2304
5,0,0,0,1933,122,1726,348,0,84,566,0,1784,0,2340,623,0,0,2408
6,44,0,0,2232,351,1712,1522,0,0,573,0,1348,0,2858,511,0,0,1568
7,0,0,0,776,653,0,798,31,0,309,0,585,0,1826,341,0,0,2231
9,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0
