ID,SG0p,SG0m,SG1p,SG1m,SG2p,SG2m,SG3p,SG3m,SG4p,SG4m,SG5p,SG5m,SG6p,SG6m,SG7p,SG7m,SG8p,SG8m
0,0,80,0,486,0,2283,0,861,0,1254,0,3211,0,181,194,0,0,745
2,0,582,0,0,2436,281,0,2605,0,138,2509,0,1067,0,0,110,0,88
4,0,258,0,336,0,2555,0,1223,0,664,0,2627,380,0,0,373,81,0
6,511,0,116,0,112,3852,2571,0,0,277,0,3236,0,2897,623,0,0,524
8,0,0,0,0,183,0,83,0,0,0,0,0,0,0,0,0,0,0
0,0,46,0,238,0,1968,0,1137,0,1455,0,1566,0,126,249,0,0,1757
2,0,0,0,0,281,96,0,725,0,0,465,250,267,0,0,0,0,0
4,0,0,0,0,0,1459,0,0,0,467,0,1321,0,0,0,0,0,44
6,0,0,0,0,0,4209,555,0,0,773,0,4019,0,1299,392,0,0,679
8,0,0,0,0,0,838,0,315,0,0,0,463,312,0,0,0,0,354
0,0,0,0,198,0,1716,0,550,0,964,0,2223,0,0,324,0,0,786
2,0,0,0,0,999,92,0,1300,0,0,776,502,308,0,0,0,0,210
4,0,0,0,0,0,1936,0,0,0,493,0,1592,0,0,0,0,0,604
6,0,0,90,0,0,2956,508,0,0,594,0,2473,0,617,384,0,0,1171
8,0,0,0,0,0,856,0,0,0,0,0,884,0,0,0,0,0,189
0,0,130,0,316,0,1854,0,1013,0,950,0,1500,0,184,337,0,0,1673
2,0,82,0,0,1420,0,0,924,41,0,1650,0,544,0,0,0,0,800
4,0,0,0,91,0,1827,0,747,0,580,0,1683,120,0,0,161,0,720
6,0,0,0,0,0,2697,791,0,0,572,152,2142,0,773,180,0,0,1110
8,0,0,0,0,0,1103,0,296,0,0,0,1124,0,0,0,0,0,455
0,0,0,0,221,0,1394,0,652,0,880,0,1428,0,302,232,0,0,1660
2,0,0,0,0,607,0,0,563,0,63,1549,0,633,0,0,0,0,709
4,0,0,0,0,0,1776,0,80,0,472,0,2473,0,0,0,0,0,414
6,0,0,0,0,0,3376,102,0,0,766,0,2863,0,727,141,0,0,1186
8,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,1115
0,0,105,0,295,0,1498,0,1770,0,1080,60,1117,0,0,203,0,0,1516
2,0,0,0,0,1879,0,0,967,40,0,1908,120,450,0,0,0,0,1085
4,0,105,0,180,0,2495,0,1611,0,796,197,1708,520,0,0,40,0,1265
6,67,0,145,0,0,3594,4833,0,0,376,0,4201,0,2225,819,0,0,569
8,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,284
0,0,0,0,368,0,1906,0,888,0,1230,0,1782,0,373,147,0,0,1945
2,0,106,0,0,616,0,0,1079,0,0,628,0,429,0,0,0,0,268
4,0,0,0,292,0,1511,0,620,0,561,0,1061,249,0,0,230,0,843
6,83,0,0,0,0,2419,470,0,0,341,0,2908,0,774,186,0,0,499
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451
0,0,188,0,587,0,3690,0,1591,0,1795,0,3835,0,378,84,0,0,1977
2,0,0,0,0,827,205,0,1479,0,0,1481,88,493,0,0,0,0,859
4,0,0,0,288,0,1366,0,0,0,567,0,932,0,0,0,0,0,939
6,0,0,0,61,0,4278,607,0,0,646,0,4428,0,1049,0,0,0,1898
8,0,0,0,0,146,0,0,0,0,0,1230,0,0,20,0,0,0,1918
0,0,0,0,618,0,2285,0,125,0,765,0,2195,0,371,337,0,0,3096
2,0,0,0,0,2204,0,0,306,78,0,2504,0,112,0,0,0,0,1783
4,0,0,0,233,0,1703,0,403,0,704,0,1896,159,0,0,156,0,1971
6,0,20,0,0,0,2374,216,1124,0,816,0,2007,0,885,0,0,0,2509
8,0,0,0,0,0,0,182,0,0,0,421,0,0,0,0,0,0,1685
