# p15_r-15,p15_r0,p15_r15,p15_r45,p25_r0,p45_r-15,p45_r0,p45_r15,p45_r45,p65_r0,p0_r0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,498,1,0,0,0,251,0,0,0
0,0,0,750,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,750,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,109,0,641,0
0,0,0,90,0,0,0,0,0,150,510
