# p15_r-15,p15_r0,p15_r15,p15_r45,p25_r0,p45_r-15,p45_r0,p45_r15,p45_r45,p65_r0,p0_r0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,10152,643,0,0,0,2119,0,500,336
0,0,539,11995,0,0,0,478,0,355,383
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,1647,592,0,0,0,8993,0,2281,237
0,0,0,0,0,0,0,0,0,0,0
0,0,712,85,0,0,0,1712,0,11183,58
0,0,595,1065,0,0,0,830,0,1870,9390
