taskNumber,yaxis,xaxis,zaxis,force
0,74.75,-65.54,-229.38,0.1
0,74.75,-65.54,-229.38,0.1
0,74.75,-65.54,-229.38,0.1
0,74.75,-65.54,-229.38,0.1
0,71.68,-49.15,-238.59,0.1
0,71.68,-49.15,-238.59,0.1
0,71.68,-49.15,-238.59,0.1
0,71.68,-49.15,-238.59,0.1
0,71.68,-49.15,-238.59,0.1
0,71.68,-49.15,-238.59,0.1
0,91.14,-40.96,-259.07,0.1
0,91.14,-40.96,-259.07,0.1
0,91.14,-40.96,-259.07,0.1
0,91.14,-40.96,-259.07,0.1
0,91.14,-40.96,-259.07,0.1
0,106.5,-66.56,-247.81,0.1
0,106.5,-66.56,-247.81,0.1
0,106.5,-66.56,-247.81,0.1
0,106.5,-66.56,-247.81,0.1
0,106.5,-66.56,-247.81,0.1
0,98.3,-50.18,-218.11,0.2
0,98.3,-50.18,-218.11,0.2
0,98.3,-50.18,-218.11,0.2
0,98.3,-50.18,-218.11,0.2
0,98.3,-50.18,-218.11,0.2
0,98.3,-50.18,-218.11,0.2
0,107.52,-35.84,-236.54,0.1
0,107.52,-35.84,-236.54,0.1
0,107.52,-35.84,-236.54,0.1
0,107.52,-35.84,-236.54,0.1
0,107.52,-35.84,-236.54,0.1
0,107.52,-35.84,-236.54,0.1
0,112.64,-29.7,-283.65,0.1
0,112.64,-29.7,-283.65,0.1
0,112.64,-29.7,-283.65,0.1
0,112.64,-29.7,-283.65,0.1
0,112.64,-29.7,-283.65,0.1
0,77.82,-113.66,-269.31,0.0
0,77.82,-113.66,-269.31,0.0
0,77.82,-113.66,-269.31,0.0
0,77.82,-113.66,-269.31,0.0
0,77.82,-113.66,-269.31,0.0
0,77.82,-113.66,-269.31,0.0
0,22.53,-14.34,-240.64,0.0
0,22.53,-14.34,-240.64,0.0
0,22.53,-14.34,-240.64,0.0
0,22.53,-14.34,-240.64,0.0
0,22.53,-14.34,-240.64,0.0
0,70.66,5.12,-252.93,0.0
0,70.66,5.12,-252.93,0.0
0,70.66,5.12,-252.93,0.0
0,70.66,5.12,-252.93,0.0
0,70.66,5.12,-252.93,0.0
0,70.66,5.12,-252.93,0.0
0,64.51,-27.65,-221.18,0.0
0,64.51,-27.65,-221.18,0.0
0,64.51,-27.65,-221.18,0.0
0,64.51,-27.65,-221.18,0.0
0,64.51,-27.65,-221.18,0.0
0,64.51,-27.65,-221.18,0.0
0,72.7,-70.66,-265.22,0.0
0,72.7,-70.66,-265.22,0.0
0,72.7,-70.66,-265.22,0.0
0,72.7,-70.66,-265.22,0.0
0,72.7,-70.66,-265.22,0.0
0,57.34,-27.65,-232.45,0.0
0,57.34,-27.65,-232.45,0.0
0,57.34,-27.65,-232.45,0.0
0,57.34,-27.65,-232.45,0.0
0,57.34,-27.65,-232.45,0.0
0,57.34,-27.65,-232.45,0.0
0,66.56,-16.38,-281.6,6.0
0,66.56,-16.38,-281.6,6.0
0,66.56,-16.38,-281.6,6.0
0,66.56,-16.38,-281.6,6.0
0,66.56,-16.38,-281.6,6.0
0,57.34,-14.34,-268.29,58.5
0,57.34,-14.34,-268.29,58.5
0,57.34,-14.34,-268.29,58.5
0,57.34,-14.34,-268.29,58.5
0,57.34,-14.34,-268.29,58.5
0,57.34,-14.34,-268.29,58.5
0,53.25,-2.05,-264.19,212.4
0,53.25,-2.05,-264.19,212.4
0,53.25,-2.05,-264.19,212.4
0,53.25,-2.05,-264.19,212.4
0,53.25,-2.05,-264.19,212.4
0,37.89,-14.34,-277.5,448.2
0,37.89,-14.34,-277.5,448.2
0,37.89,-14.34,-277.5,448.2
0,37.89,-14.34,-277.5,448.2
0,37.89,-14.34,-277.5,448.2
0,37.89,-14.34,-277.5,448.2
0,53.25,-13.31,-260.1,576.4
0,53.25,-13.31,-260.1,576.4
0,53.25,-13.31,-260.1,576.4
