# p15_r-15,p15_r0,p15_r15,p15_r45,p25_r0,p45_r-15,p45_r0,p45_r15,p45_r45,p65_r0,p0_r0
90,158,0,0,0,0,2,0,0,0,0
82,168,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,97,0,0,0,0,108,0,45
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,250,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,55,0,0,0,0,145,0,50
0,0,0,0,0,0,0,0,0,0,0
0,0,0,50,0,0,0,0,73,0,127
