# p15_r-15,p15_r0,p15_r15,p15_r45,p25_r0,p45_r-15,p45_r0,p45_r15,p45_r45,p65_r0,p0_r0
1462,891,0,113,0,0,140,0,81,0,63
683,1847,0,50,0,0,61,0,2,0,107
0,0,0,0,0,0,0,0,0,0,0
50,50,0,2308,0,0,0,0,247,0,95
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
62,102,0,1,0,0,2421,0,114,0,50
0,0,0,0,0,0,0,0,0,0,0
208,13,0,696,0,0,58,0,1658,0,117
0,0,0,0,0,0,0,0,0,0,0
133,77,0,150,0,0,50,0,182,0,2158
