ID,SG0p,SG0m,SG1p,SG1m,SG2p,SG2m,SG3p,SG3m,SG4p,SG4m,SG5p,SG5m,SG6p,SG6m,SG7p,SG7m,SG8p,SG8m
0,354,0,315,0,523,90,0,0,386,0,524,0,0,604,242,0,0,1875
1,274,0,269,0,666,0,70,410,594,0,366,0,0,86,0,0,0,2361
2,0,0,0,0,0,0,0,624,0,21,0,0,0,0,0,0,0,2250
3,0,0,0,112,0,0,0,1266,89,446,0,274,34,0,0,86,0,736
4,152,0,0,0,0,478,0,0,0,332,0,174,209,314,0,0,0,2014
5,177,0,0,281,0,1417,391,0,0,576,0,111,0,1663,300,0,0,1331
6,187,0,89,0,0,42,42,0,0,0,44,0,0,1010,190,0,0,1557
7,379,0,175,0,0,156,396,118,69,120,193,0,22,2420,349,0,0,2638
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681
0,171,0,356,0,507,155,42,67,354,0,339,0,0,607,131,0,0,3070
1,0,0,269,0,590,0,0,121,425,0,129,0,0,330,0,0,0,2813
2,89,0,21,0,120,0,0,0,0,0,0,0,0,0,0,0,0,2284
3,0,0,0,44,0,379,0,1385,0,827,0,395,377,0,0,0,0,2254
4,0,0,0,0,0,633,0,125,0,535,0,375,0,242,0,0,0,3001
5,0,0,0,0,0,593,0,0,0,473,0,0,0,703,0,0,0,2282
6,0,0,0,0,20,0,257,0,0,0,0,0,0,327,138,0,0,2485
7,160,0,0,0,0,83,163,229,0,42,133,0,0,786,301,0,0,3457
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1089
0,90,0,139,0,541,151,0,0,209,0,210,0,0,475,114,0,0,2344
1,0,0,376,0,706,0,0,29,747,0,196,0,0,98,0,0,0,2333
2,181,0,114,0,226,139,0,0,118,0,191,0,0,0,0,0,0,1529
3,124,0,60,0,315,0,69,54,174,0,0,0,0,228,0,0,0,2489
4,182,0,125,0,116,224,200,0,40,0,0,0,0,1088,99,0,0,1641
5,351,0,0,0,208,0,254,0,268,0,0,0,0,867,270,0,0,2193
6,371,0,302,0,0,547,207,0,174,0,60,0,0,790,314,0,0,2093
7,120,0,112,0,323,239,0,204,80,178,140,0,0,861,172,0,0,3017
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854
0,177,0,402,0,989,0,108,0,615,0,481,0,0,762,183,0,0,2941
1,284,0,477,0,877,0,42,115,688,0,371,0,0,0,0,0,0,2015
2,155,0,100,0,293,0,0,317,59,0,0,0,0,0,0,0,0,2377
3,171,0,0,262,0,735,0,1064,0,474,0,425,276,96,0,0,0,2453
4,116,0,0,94,0,708,0,120,0,236,0,211,0,452,0,0,0,2463
5,147,0,121,0,139,332,230,0,78,0,0,0,0,582,0,0,0,2823
6,277,0,219,0,0,0,151,0,149,0,60,0,0,932,180,0,0,2239
7,195,0,344,0,815,116,577,0,513,92,157,0,0,609,177,0,0,2221
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881
0,0,0,347,0,1396,0,135,0,456,0,460,0,0,483,0,0,0,3518
1,0,0,64,0,199,0,0,275,189,0,245,0,0,0,21,0,0,1688
2,56,0,265,0,246,0,0,1039,92,0,0,0,0,0,0,0,0,2906
3,52,0,0,0,104,303,64,283,92,138,0,20,0,80,0,0,0,2671
4,71,20,24,0,0,387,40,0,26,0,0,0,0,0,22,0,0,2175
5,130,0,0,0,42,226,348,0,0,44,0,0,0,594,58,0,0,2129
6,448,0,245,0,0,0,600,0,441,0,88,0,0,862,245,0,0,2771
7,202,0,138,0,196,0,151,72,92,49,202,0,0,0,283,0,0,3116
9,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1815
0,104,0,164,0,741,0,52,0,281,0,461,0,0,300,226,0,0,2556
1,63,0,46,0,336,0,0,206,96,0,50,0,0,0,0,0,0,2304
2,108,0,143,0,530,0,153,0,242,0,0,0,0,0,0,0,0,2372
3,378,0,104,0,225,92,0,181,0,0,0,0,0,303,0,0,0,3127
4,99,0,0,0,0,436,0,0,26,0,0,0,0,321,69,0,0,1921
5,207,0,102,0,0,378,174,0,0,0,0,0,0,364,188,0,0,2349
6,205,0,181,0,305,0,429,0,0,0,63,0,0,614,195,0,0,2273
7,305,0,422,0,760,78,482,0,351,0,173,0,0,1266,345,0,0,2720
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934
0,220,0,442,0,715,0,87,0,357,0,417,0,0,614,300,0,0,2197
1,0,0,0,0,457,0,0,759,0,0,114,0,380,0,0,128,0,2801
2,112,0,296,0,528,150,0,522,354,0,93,0,0,0,0,0,0,2695
3,0,0,0,0,0,235,0,636,0,206,0,120,0,392,0,0,0,2427
4,0,0,0,0,0,857,0,630,0,580,0,284,0,108,0,0,0,2596
5,223,0,100,0,0,190,679,0,410,0,48,0,0,1050,169,0,0,2854
6,142,0,0,0,0,762,663,0,0,0,0,137,0,911,0,0,0,3756
7,135,0,113,0,629,0,520,0,478,0,205,0,0,530,278,0,0,1877
9,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,701
0,50,0,0,0,425,0,0,159,60,0,469,0,0,120,94,0,0,2556
1,0,0,66,0,350,0,0,777,137,0,0,0,0,0,0,0,0,2049
2,70,0,0,0,77,0,0,0,20,0,0,0,0,0,0,0,0,2654
3,0,0,0,0,0,110,0,687,0,0,0,0,0,174,0,0,0,2593
4,0,0,0,0,0,941,0,387,0,548,0,318,0,374,0,0,0,2690
5,128,0,0,0,0,1018,0,0,0,273,0,138,0,828,0,0,0,2335
6,181,0,0,0,0,283,196,0,0,0,0,0,0,707,189,0,0,2619
7,180,0,0,0,267,0,398,0,249,0,132,0,0,939,208,0,0,2391
9,0,0,0,0,525,0,0,0,0,0,0,0,0,0,0,0,0,1177
0,0,0,0,0,476,0,0,187,0,0,167,0,0,862,144,0,0,3203
1,0,0,271,0,589,0,0,544,253,0,365,0,0,63,0,0,0,2267
2,80,0,456,0,838,0,0,759,580,0,265,0,0,21,0,0,0,2115
3,278,0,33,0,0,1162,0,623,22,328,0,195,0,568,0,0,0,2760
4,76,0,0,0,0,647,0,129,0,0,0,116,0,217,0,0,0,1821
5,133,0,0,286,0,774,74,0,0,347,0,308,0,927,120,0,0,1870
6,165,0,0,80,0,765,197,0,0,396,21,48,0,600,257,0,0,1979
7,166,0,365,0,211,0,331,0,159,0,247,0,0,1233,357,0,0,2362
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908
