# p15_r-15,p15_r0,p15_r15,p15_r45,p25_r0,p45_r-15,p45_r0,p45_r15,p45_r45,p65_r0,p0_r0
101,49,0,0,0,50,0,0,0,0,50
100,50,0,0,41,50,0,0,0,0,9
0,50,0,0,100,50,0,50,0,0,0
0,0,0,150,0,0,0,0,100,0,0
0,50,100,0,100,0,0,0,0,0,0
0,0,29,40,43,57,71,7,0,3,0
0,0,15,0,3,91,87,50,0,4,0
0,0,0,5,0,0,0,245,0,0,0
0,0,0,42,0,0,0,0,208,0,0
0,0,0,0,0,0,0,0,0,250,0
44,0,0,0,0,83,0,0,17,0,106
