taskNumber,yaxis,xaxis,zaxis,force
0,76.8,-123.9,-180.22,0.0
0,76.8,-123.9,-180.22,0.0
0,109.57,-99.33,-218.11,0.1
0,109.57,-99.33,-218.11,0.1
0,109.57,-99.33,-218.11,0.1
0,109.57,-99.33,-218.11,0.1
0,109.57,-99.33,-218.11,0.1
0,109.57,-99.33,-218.11,0.1
0,108.54,-91.14,-225.28,0.1
0,108.54,-91.14,-225.28,0.1
0,108.54,-91.14,-225.28,0.1
0,108.54,-91.14,-225.28,0.1
0,108.54,-91.14,-225.28,0.1
0,107.52,-98.3,-216.06,0.1
0,107.52,-98.3,-216.06,0.1
0,107.52,-98.3,-216.06,0.1
0,107.52,-98.3,-216.06,0.1
0,107.52,-98.3,-216.06,0.1
0,107.52,-98.3,-216.06,0.1
0,134.14,-101.38,-226.3,0.1
0,134.14,-101.38,-226.3,0.1
0,134.14,-101.38,-226.3,0.1
0,134.14,-101.38,-226.3,0.1
0,134.14,-101.38,-226.3,0.1
0,124.93,-96.26,-207.87,0.2
0,124.93,-96.26,-207.87,0.2
0,124.93,-96.26,-207.87,0.2
0,124.93,-96.26,-207.87,0.2
0,124.93,-96.26,-207.87,0.2
0,124.93,-96.26,-207.87,0.2
0,107.52,-107.52,-205.82,0.2
0,107.52,-107.52,-205.82,0.2
0,107.52,-107.52,-205.82,0.2
0,107.52,-107.52,-205.82,0.2
0,107.52,-107.52,-205.82,0.2
0,109.57,-69.63,-228.35,0.1
0,109.57,-69.63,-228.35,0.1
0,109.57,-69.63,-228.35,0.1
0,109.57,-69.63,-228.35,0.1
0,109.57,-69.63,-228.35,0.1
0,109.57,-69.63,-228.35,0.1
0,107.52,-106.5,-222.21,0.1
0,107.52,-106.5,-222.21,0.1
0,107.52,-106.5,-222.21,0.1
0,107.52,-106.5,-222.21,0.1
0,107.52,-106.5,-222.21,0.1
0,107.52,-106.5,-222.21,0.1
0,122.88,-135.17,-218.11,0.1
0,122.88,-135.17,-218.11,0.1
0,122.88,-135.17,-218.11,0.1
0,122.88,-135.17,-218.11,0.1
0,122.88,-135.17,-218.11,0.1
0,120.83,-66.56,-211.97,0.1
0,120.83,-66.56,-211.97,0.1
0,120.83,-66.56,-211.97,0.1
0,120.83,-66.56,-211.97,0.1
0,120.83,-66.56,-211.97,0.1
0,120.83,-66.56,-211.97,0.1
0,111.62,-93.18,-208.9,0.1
0,111.62,-93.18,-208.9,0.1
0,111.62,-93.18,-208.9,0.1
0,111.62,-93.18,-208.9,0.1
0,111.62,-93.18,-208.9,0.1
0,123.9,-74.75,-218.11,0.1
0,123.9,-74.75,-218.11,0.1
0,123.9,-74.75,-218.11,0.1
0,123.9,-74.75,-218.11,0.1
0,123.9,-74.75,-218.11,0.1
0,123.9,-74.75,-218.11,0.1
0,122.88,-89.09,-217.09,0.2
0,122.88,-89.09,-217.09,0.2
0,122.88,-89.09,-217.09,0.2
0,122.88,-89.09,-217.09,0.2
0,122.88,-89.09,-217.09,0.2
0,122.88,-89.09,-217.09,0.2
0,78.85,-111.62,-201.73,0.2
0,78.85,-111.62,-201.73,0.2
0,78.85,-111.62,-201.73,0.2
0,78.85,-111.62,-201.73,0.2
0,78.85,-111.62,-201.73,0.2
0,102.4,-38.91,-176.13,0.1
0,102.4,-38.91,-176.13,0.1
0,102.4,-38.91,-176.13,0.1
0,102.4,-38.91,-176.13,0.1
0,102.4,-38.91,-176.13,0.1
0,197.63,-25.6,-194.56,0.1
0,197.63,-25.6,-194.56,0.1
0,197.63,-25.6,-194.56,0.1
0,197.63,-25.6,-194.56,0.1
0,197.63,-25.6,-194.56,0.1
0,197.63,-25.6,-194.56,0.1
0,172.03,-25.6,-217.09,0.4
0,172.03,-25.6,-217.09,0.4
0,172.03,-25.6,-217.09,0.4
0,172.03,-25.6,-217.09,0.4
0,172.03,-25.6,-217.09,0.4
0,172.03,-25.6,-217.09,0.4
0,180.22,-19.46,-180.22,17.7
0,180.22,-19.46,-180.22,17.7
0,180.22,-19.46,-180.22,17.7
0,180.22,-19.46,-180.22,17.7
0,180.22,-19.46,-180.22,17.7
0,178.18,-2.05,-186.37,116.9
0,178.18,-2.05,-186.37,116.9
0,178.18,-2.05,-186.37,116.9
0,178.18,-2.05,-186.37,116.9
0,178.18,-2.05,-186.37,116.9
0,178.18,-2.05,-186.37,116.9
0,194.56,-4.1,-180.22,380.2
0,194.56,-4.1,-180.22,380.2
0,194.56,-4.1,-180.22,380.2
0,194.56,-4.1,-180.22,380.2
0,194.56,-4.1,-180.22,380.2
0,175.1,-30.72,-199.68,523.9
0,175.1,-30.72,-199.68,523.9
0,175.1,-30.72,-199.68,523.9
0,175.1,-30.72,-199.68,523.9
0,175.1,-30.72,-199.68,523.9
0,175.1,-30.72,-199.68,523.9
0,226.3,52.22,-177.15,198.7
0,226.3,52.22,-177.15,198.7
0,226.3,52.22,-177.15,198.7
0,226.3,52.22,-177.15,198.7
0,226.3,52.22,-177.15,198.7
0,53.25,-59.39,-184.32,10.7
0,53.25,-59.39,-184.32,10.7
0,53.25,-59.39,-184.32,10.7
0,53.25,-59.39,-184.32,10.7
0,53.25,-59.39,-184.32,10.7
0,53.25,-59.39,-184.32,10.7
0,9.22,-162.82,-187.39,0.1
0,9.22,-162.82,-187.39,0.1
0,9.22,-162.82,-187.39,0.1
0,9.22,-162.82,-187.39,0.1
0,9.22,-162.82,-187.39,0.1
0,-5.12,-156.67,-175.1,0.1
0,-5.12,-156.67,-175.1,0.1
0,-5.12,-156.67,-175.1,0.1
0,-5.12,-156.67,-175.1,0.1
0,-5.12,-156.67,-175.1,0.1
0,-5.12,-156.67,-175.1,0.1
0,28.67,-130.05,-201.73,0.1
0,28.67,-130.05,-201.73,0.1
0,28.67,-130.05,-201.73,0.1
0,28.67,-130.05,-201.73,0.1
0,28.67,-130.05,-201.73,0.1
0,28.67,-130.05,-201.73,0.1
0,66.56,-121.86,-230.4,0.2
0,66.56,-121.86,-230.4,0.2
0,66.56,-121.86,-230.4,0.2
0,66.56,-121.86,-230.4,0.2
0,66.56,-121.86,-230.4,0.2
0,84.99,-112.64,-233.47,0.1
0,84.99,-112.64,-233.47,0.1
1,72.7,-115.71,-236.54,0.3
1,72.7,-115.71,-236.54,0.3
1,72.7,-115.71,-236.54,0.3
1,72.7,-115.71,-236.54,0.3
1,72.7,-115.71,-236.54,0.3
1,80.9,-106.5,-239.62,0.2
1,80.9,-106.5,-239.62,0.2
1,80.9,-106.5,-239.62,0.2
1,80.9,-106.5,-239.62,0.2
1,80.9,-106.5,-239.62,0.2
1,80.9,-106.5,-239.62,0.2
1,88.06,-88.06,-240.64,0.3
1,88.06,-88.06,-240.64,0.3
1,88.06,-88.06,-240.64,0.3
1,88.06,-88.06,-240.64,0.3
1,88.06,-88.06,-240.64,0.3
1,93.18,-95.23,-238.59,0.3
1,93.18,-95.23,-238.59,0.3
1,93.18,-95.23,-238.59,0.3
1,93.18,-95.23,-238.59,0.3
1,93.18,-95.23,-238.59,0.3
1,93.18,-95.23,-238.59,0.3
1,99.33,-97.28,-238.59,0.4
1,99.33,-97.28,-238.59,0.4
1,99.33,-97.28,-238.59,0.4
1,99.33,-97.28,-238.59,0.4
1,99.33,-97.28,-238.59,0.4
1,78.85,-95.23,-212.99,0.4
1,78.85,-95.23,-212.99,0.4
1,78.85,-95.23,-212.99,0.4
1,78.85,-95.23,-212.99,0.4
1,78.85,-95.23,-212.99,0.4
1,78.85,-95.23,-212.99,0.4
1,99.33,-83.97,-221.18,0.3
1,99.33,-83.97,-221.18,0.3
1,99.33,-83.97,-221.18,0.3
1,99.33,-83.97,-221.18,0.3
1,99.33,-83.97,-221.18,0.3
1,87.04,-61.44,-209.92,0.2
1,87.04,-61.44,-209.92,0.2
1,87.04,-61.44,-209.92,0.2
1,87.04,-61.44,-209.92,0.2
1,87.04,-61.44,-209.92,0.2
1,87.04,-61.44,-209.92,0.2
1,144.38,-64.51,-252.93,0.3
1,144.38,-64.51,-252.93,0.3
1,144.38,-64.51,-252.93,0.3
1,144.38,-64.51,-252.93,0.3
1,144.38,-64.51,-252.93,0.3
1,151.55,-36.86,-200.7,0.3
1,151.55,-36.86,-200.7,0.3
1,151.55,-36.86,-200.7,0.3
1,151.55,-36.86,-200.7,0.3
1,151.55,-36.86,-200.7,0.3
1,151.55,-36.86,-200.7,0.3
1,121.86,-9.22,-109.57,3.0
1,121.86,-9.22,-109.57,3.0
1,121.86,-9.22,-109.57,3.0
1,121.86,-9.22,-109.57,3.0
1,121.86,-9.22,-109.57,3.0
1,167.94,-20.48,-173.06,52.5
1,167.94,-20.48,-173.06,52.5
1,167.94,-20.48,-173.06,52.5
1,167.94,-20.48,-173.06,52.5
1,167.94,-20.48,-173.06,52.5
1,167.94,-20.48,-173.06,52.5
1,188.42,-28.67,-185.34,113.6
1,188.42,-28.67,-185.34,113.6
1,188.42,-28.67,-185.34,113.6
1,188.42,-28.67,-185.34,113.6
1,188.42,-28.67,-185.34,113.6
1,145.41,-66.56,-182.27,44.8
1,145.41,-66.56,-182.27,44.8
1,145.41,-66.56,-182.27,44.8
1,145.41,-66.56,-182.27,44.8
1,145.41,-66.56,-182.27,44.8
1,145.41,-66.56,-182.27,44.8
1,65.54,-47.1,-165.89,1.8
1,65.54,-47.1,-165.89,1.8
1,65.54,-47.1,-165.89,1.8
1,65.54,-47.1,-165.89,1.8
1,65.54,-47.1,-165.89,1.8
1,65.54,-47.1,-165.89,1.8
1,102.4,-69.63,-227.33,0.2
1,102.4,-69.63,-227.33,0.2
1,102.4,-69.63,-227.33,0.2
1,102.4,-69.63,-227.33,0.2
1,102.4,-69.63,-227.33,0.2
1,116.74,-107.52,-241.66,0.3
1,116.74,-107.52,-241.66,0.3
1,116.74,-107.52,-241.66,0.3
