# p15_r-15,p15_r0,p15_r15,p15_r45,p25_r0,p45_r-15,p45_r0,p45_r15,p45_r45,p65_r0,p0_r0
0,0,0,0,0,0,0,0,0,0,0
0,770,414,0,60,0,0,0,0,0,6
0,174,976,100,0,0,0,0,0,0,0
0,0,0,1249,0,0,0,0,1,0,0
0,500,0,0,571,0,0,179,0,0,0
0,0,0,0,0,963,97,3,0,187,0
0,0,0,0,47,467,486,0,0,250,0
0,0,0,238,77,31,237,415,252,0,0
0,24,0,251,10,0,0,471,494,0,0
0,0,0,0,0,505,33,0,0,712,0
0,0,0,0,0,0,0,0,0,0,1250
