# p15_r-15,p15_r0,p15_r15,p15_r45,p25_r0,p45_r-15,p45_r0,p45_r15,p45_r45,p65_r0,p0_r0
0,0,0,0,0,0,0,0,0,0,0
0,355,361,39,414,0,0,36,0,0,45
0,246,337,34,442,0,0,191,0,0,0
0,0,0,1204,0,0,0,0,46,0,0
0,226,305,0,634,2,0,82,0,0,1
0,0,0,0,40,540,370,225,3,72,0
0,0,0,0,0,446,551,213,0,40,0
0,0,15,0,215,131,89,701,98,1,0
0,0,0,312,8,0,1,211,669,49,0
0,0,0,0,0,0,210,8,0,1032,0
0,0,0,0,0,0,0,0,0,0,1250
