taskNumber,yaxis,xaxis,zaxis,force,SG0,SG_E0,SG_D0,SG1,SG_E1,SG_D1,SG2,SG_E2,SG_D2,SG3,SG_E3,SG_D3,SG4,SG_E4,SG_D4,SG5,SG_E5,SG_D5,SG6,SG_E6,SG_D6,SG7,SG_E7,SG_D7,SG8,SG_E8,SG_D8
0,-9.22,262.14,14.34,409.3,702.0,1.0384616,26.0,538.0,1.0803213,40.0,917.0,1.3915023,258.0,617.0,1.0619621,36.0,706.0,1.1825795,109.0,684.0,1.3544555,179.0,584.0,1.0774908,42.0,674.0,1.4219409,200.0,625.0,1.1510129,82.0
0,-9.22,262.14,14.34,409.3,702.0,1.0384616,26.0,538.0,1.0803213,40.0,917.0,1.3915023,258.0,617.0,1.0619621,36.0,706.0,1.1825795,109.0,676.0,1.3386139,171.0,584.0,1.0774908,42.0,673.0,1.4198313,199.0,625.0,1.1510129,82.0
0,-10.24,262.14,13.31,409.1,706.0,1.0443788,30.0,546.0,1.0963856,48.0,919.0,1.3945372,260.0,627.0,1.0791738,46.0,703.0,1.1775545,106.0,673.0,1.3326733,168.0,583.0,1.0756458,41.0,680.0,1.4345992,206.0,631.0,1.1620626,88.0
0,-10.24,262.14,13.31,409.1,706.0,1.0443788,30.0,543.0,1.0903615,45.0,919.0,1.3945372,260.0,627.0,1.0791738,46.0,703.0,1.1775545,106.0,673.0,1.3326733,168.0,583.0,1.0756458,41.0,680.0,1.4345992,206.0,631.0,1.1620626,88.0
0,-10.24,262.14,13.31,404.1,706.0,1.0443788,30.0,543.0,1.0903615,45.0,919.0,1.3945372,260.0,627.0,1.0791738,46.0,703.0,1.1775545,106.0,673.0,1.3326733,168.0,583.0,1.0756458,41.0,680.0,1.4345992,206.0,631.0,1.1620626,88.0
0,-10.24,262.14,13.31,404.1,707.0,1.045858,31.0,543.0,1.0903615,45.0,920.0,1.3960546,261.0,629.0,1.0826162,48.0,706.0,1.1825795,109.0,680.0,1.3465346,175.0,585.0,1.0793358,43.0,681.0,1.4367088,207.0,635.0,1.1694291,92.0
0,-10.24,262.14,14.34,403.1,707.0,1.045858,31.0,544.0,1.0923694,46.0,922.0,1.3990896,263.0,634.0,1.091222,53.0,706.0,1.1825795,109.0,687.0,1.360396,182.0,592.0,1.092251,50.0,682.0,1.4388186,208.0,642.0,1.1823205,99.0
0,-10.24,262.14,14.34,403.1,708.0,1.0473373,32.0,544.0,1.0923694,46.0,922.0,1.3990896,263.0,637.0,1.0963856,56.0,706.0,1.1825795,109.0,699.0,1.3841584,194.0,594.0,1.095941,52.0,682.0,1.4388186,208.0,647.0,1.1915286,104.0
0,-9.22,262.14,12.29,407.5,708.0,1.0473373,32.0,544.0,1.0923694,46.0,923.0,1.400607,264.0,637.0,1.0963856,56.0,707.0,1.1842546,110.0,700.0,1.3861386,195.0,597.0,1.1014761,55.0,682.0,1.4388186,208.0,649.0,1.1952118,106.0
0,-9.22,262.14,12.29,407.5,707.0,1.045858,31.0,543.0,1.0903615,45.0,922.0,1.3990896,263.0,639.0,1.0998279,58.0,707.0,1.1842546,110.0,708.0,1.4019802,203.0,598.0,1.1033211,56.0,681.0,1.4367088,207.0,650.0,1.1970534,107.0
0,-9.22,261.12,11.26,406.9,707.0,1.045858,31.0,542.0,1.0883534,44.0,920.0,1.3960546,261.0,639.0,1.0998279,58.0,707.0,1.1842546,110.0,708.0,1.4019802,203.0,598.0,1.1033211,56.0,681.0,1.4367088,207.0,650.0,1.1970534,107.0
0,-9.22,261.12,11.26,406.9,704.0,1.0414201,28.0,535.0,1.0742972,37.0,920.0,1.3960546,261.0,639.0,1.0998279,58.0,707.0,1.1842546,110.0,708.0,1.4019802,203.0,598.0,1.1033211,56.0,681.0,1.4367088,207.0,650.0,1.1970534,107.0
0,-7.17,262.14,12.29,403.7,704.0,1.0414201,28.0,503.0,1.0100402,5.0,916.0,1.3899848,257.0,642.0,1.1049914,61.0,716.0,1.19933,119.0,752.0,1.4891089,247.0,601.0,1.1088561,59.0,684.0,1.443038,210.0,663.0,1.2209945,120.0
0,-7.17,262.14,12.29,403.7,704.0,1.0414201,28.0,505.0,1.0140562,7.0,917.0,1.3915023,258.0,642.0,1.1049914,61.0,721.0,1.2077051,124.0,758.0,1.5009902,253.0,601.0,1.1088561,59.0,685.0,1.4451476,211.0,663.0,1.2209945,120.0
0,-9.22,261.12,14.34,405.2,704.0,1.0414201,28.0,524.0,1.0522088,26.0,920.0,1.3960546,261.0,637.0,1.0963856,56.0,710.0,1.1892797,113.0,745.0,1.4752475,240.0,596.0,1.099631,54.0,685.0,1.4451476,211.0,654.0,1.2044199,111.0
0,-9.22,261.12,14.34,405.2,704.0,1.0414201,28.0,513.0,1.0301205,15.0,919.0,1.3945372,260.0,637.0,1.0963856,56.0,710.0,1.1892797,113.0,745.0,1.4752475,240.0,596.0,1.099631,54.0,683.0,1.4409282,209.0,654.0,1.2044199,111.0
0,-9.22,262.14,13.31,410.8,703.0,1.0399408,27.0,511.0,1.0261045,13.0,918.0,1.3930197,259.0,637.0,1.0963856,56.0,710.0,1.1892797,113.0,745.0,1.4752475,240.0,596.0,1.099631,54.0,683.0,1.4409282,209.0,654.0,1.2044199,111.0
0,-10.24,262.14,13.31,405.3,699.0,1.0340236,23.0,505.0,1.0140562,7.0,918.0,1.3930197,259.0,637.0,1.0963856,56.0,710.0,1.1892797,113.0,745.0,1.4752475,240.0,596.0,1.099631,54.0,682.0,1.4388186,208.0,654.0,1.2044199,111.0
0,-10.24,262.14,13.31,405.3,699.0,1.0340236,23.0,500.0,1.004016,2.0,917.0,1.3915023,258.0,637.0,1.0963856,56.0,710.0,1.1892797,113.0,745.0,1.4752475,240.0,596.0,1.099631,54.0,682.0,1.4388186,208.0,654.0,1.2044199,111.0
0,-10.24,262.14,13.31,405.3,699.0,1.0340236,23.0,505.0,1.0140562,7.0,918.0,1.3930197,259.0,642.0,1.1049914,61.0,723.0,1.2110553,126.0,759.0,1.5029703,254.0,601.0,1.1088561,59.0,683.0,1.4409282,209.0,661.0,1.2173113,118.0
0,-8.19,263.17,13.31,408.8,699.0,1.0340236,23.0,509.0,1.0220884,11.0,920.0,1.3960546,261.0,642.0,1.1049914,61.0,726.0,1.2160804,129.0,761.0,1.5069307,256.0,609.0,1.1236162,67.0,685.0,1.4451476,211.0,660.0,1.2154696,117.0
0,-8.19,263.17,13.31,408.8,699.0,1.0340236,23.0,505.0,1.0140562,7.0,919.0,1.3945372,260.0,642.0,1.1049914,61.0,726.0,1.2160804,129.0,761.0,1.5069307,256.0,609.0,1.1236162,67.0,685.0,1.4451476,211.0,660.0,1.2154696,117.0
0,-9.22,262.14,14.34,403.7,699.0,1.0340236,23.0,497.0,0.997992,-1.0,918.0,1.3930197,259.0,642.0,1.1049914,61.0,726.0,1.2160804,129.0,761.0,1.5069307,256.0,609.0,1.1236162,67.0,683.0,1.4409282,209.0,660.0,1.2154696,117.0
0,-9.22,262.14,14.34,403.7,699.0,1.0340236,23.0,497.0,0.997992,-1.0,918.0,1.3930197,259.0,642.0,1.1049914,61.0,726.0,1.2160804,129.0,761.0,1.5069307,256.0,609.0,1.1236162,67.0,683.0,1.4409282,209.0,660.0,1.2154696,117.0
0,-10.24,262.14,12.29,407.3,701.0,1.0369823,25.0,500.0,1.004016,2.0,922.0,1.3990896,263.0,645.0,1.1101549,64.0,729.0,1.2211056,132.0,775.0,1.5346534,270.0,611.0,1.1273062,69.0,685.0,1.4451476,211.0,665.0,1.2246777,122.0
0,-10.24,262.14,12.29,407.3,699.0,1.0340236,23.0,497.0,0.997992,-1.0,922.0,1.3990896,263.0,645.0,1.1101549,64.0,729.0,1.2211056,132.0,775.0,1.5346534,270.0,611.0,1.1273062,69.0,685.0,1.4451476,211.0,665.0,1.2246777,122.0
0,-9.22,262.14,12.29,410.5,697.0,1.0310651,21.0,492.0,0.9879518,-6.0,920.0,1.3960546,261.0,643.0,1.1067126,62.0,726.0,1.2160804,129.0,775.0,1.5346534,270.0,610.0,1.1254612,68.0,683.0,1.4409282,209.0,665.0,1.2246777,122.0
0,-9.22,262.14,12.29,410.5,699.0,1.0340236,23.0,496.0,0.99598396,-2.0,920.0,1.3960546,261.0,643.0,1.1067126,62.0,726.0,1.2160804,129.0,775.0,1.5346534,270.0,610.0,1.1254612,68.0,685.0,1.4451476,211.0,666.0,1.2265193,123.0
0,-9.22,263.17,14.34,408.4,699.0,1.0340236,23.0,497.0,0.997992,-1.0,922.0,1.3990896,263.0,643.0,1.1067126,62.0,726.0,1.2160804,129.0,776.0,1.5366336,271.0,610.0,1.1254612,68.0,685.0,1.4451476,211.0,668.0,1.2302026,125.0
0,-9.22,263.17,14.34,408.4,699.0,1.0340236,23.0,499.0,1.0020081,1.0,926.0,1.4051594,267.0,645.0,1.1101549,64.0,726.0,1.2160804,129.0,781.0,1.5465347,276.0,610.0,1.1254612,68.0,685.0,1.4451476,211.0,668.0,1.2302026,125.0
0,-9.22,262.14,12.29,410.2,696.0,1.0295858,20.0,486.0,0.97590363,-12.0,921.0,1.397572,262.0,644.0,1.1084337,63.0,723.0,1.2110553,126.0,781.0,1.5465347,276.0,611.0,1.1273062,69.0,680.0,1.4345992,206.0,666.0,1.2265193,123.0
0,-11.26,261.12,12.29,410.7,698.0,1.0325444,22.0,472.0,0.94779116,-26.0,924.0,1.4021244,265.0,646.0,1.1118761,65.0,730.0,1.2227806,133.0,800.0,1.5841584,295.0,630.0,1.1623616,88.0,682.0,1.4388186,208.0,677.0,1.2467772,134.0
0,-11.26,261.12,12.29,410.7,697.0,1.0310651,21.0,469.0,0.9417671,-29.0,922.0,1.3990896,263.0,647.0,1.1135973,66.0,730.0,1.2227806,133.0,808.0,1.6,303.0,629.0,1.1605166,87.0,682.0,1.4388186,208.0,682.0,1.2559853,139.0
0,-9.22,262.14,13.31,410.2,697.0,1.0310651,21.0,464.0,0.93172693,-34.0,922.0,1.3990896,263.0,645.0,1.1101549,64.0,727.0,1.2177554,130.0,808.0,1.6,303.0,626.0,1.1549815,84.0,683.0,1.4409282,209.0,677.0,1.2467772,134.0
0,-9.22,262.14,13.31,410.2,697.0,1.0310651,21.0,466.0,0.935743,-32.0,924.0,1.4021244,265.0,645.0,1.1101549,64.0,727.0,1.2177554,130.0,808.0,1.6,303.0,626.0,1.1549815,84.0,684.0,1.443038,210.0,677.0,1.2467772,134.0
0,-9.22,262.14,13.31,410.2,697.0,1.0310651,21.0,466.0,0.935743,-32.0,926.0,1.4051594,267.0,645.0,1.1101549,64.0,727.0,1.2177554,130.0,808.0,1.6,303.0,626.0,1.1549815,84.0,687.0,1.449367,213.0,677.0,1.2467772,134.0
0,-8.19,262.14,13.31,406.0,700.0,1.0355029,24.0,469.0,0.9417671,-29.0,927.0,1.4066768,268.0,645.0,1.1101549,64.0,727.0,1.2177554,130.0,808.0,1.6,303.0,626.0,1.1549815,84.0,687.0,1.449367,213.0,677.0,1.2467772,134.0
0,-10.24,262.14,14.34,403.4,700.0,1.0355029,24.0,486.0,0.97590363,-12.0,927.0,1.4066768,268.0,642.0,1.1049914,61.0,716.0,1.19933,119.0,793.0,1.570297,288.0,619.0,1.1420665,77.0,687.0,1.449367,213.0,676.0,1.2449355,133.0
0,-10.24,262.14,14.34,403.4,700.0,1.0355029,24.0,486.0,0.97590363,-12.0,927.0,1.4066768,268.0,641.0,1.1032702,60.0,714.0,1.19598,117.0,786.0,1.5564356,281.0,619.0,1.1420665,77.0,687.0,1.449367,213.0,674.0,1.2412523,131.0
0,-10.24,262.14,14.34,403.4,697.0,1.0310651,21.0,474.0,0.9518072,-24.0,927.0,1.4066768,268.0,641.0,1.1032702,60.0,714.0,1.19598,117.0,784.0,1.5524752,279.0,619.0,1.1420665,77.0,683.0,1.4409282,209.0,672.0,1.2375691,129.0
0,-9.22,263.17,14.34,412.1,694.0,1.0266272,18.0,461.0,0.9257028,-37.0,933.0,1.4157815,274.0,643.0,1.1067126,62.0,707.0,1.1842546,110.0,787.0,1.5584159,282.0,625.0,1.1531365,83.0,682.0,1.4388186,208.0,676.0,1.2449355,133.0
0,-9.22,263.17,14.34,412.1,695.0,1.0281065,19.0,461.0,0.9257028,-37.0,939.0,1.4248862,280.0,644.0,1.1084337,63.0,708.0,1.1859297,111.0,788.0,1.5603961,283.0,626.0,1.1549815,84.0,683.0,1.4409282,209.0,678.0,1.2486188,135.0
0,-9.22,262.14,12.29,405.1,693.0,1.0251479,17.0,452.0,0.9076305,-46.0,939.0,1.4248862,280.0,644.0,1.1084337,63.0,704.0,1.1792295,107.0,796.0,1.5762377,291.0,627.0,1.1568266,85.0,681.0,1.4367088,207.0,683.0,1.2578269,140.0
0,-9.22,262.14,12.29,405.1,693.0,1.0251479,17.0,450.0,0.90361446,-48.0,939.0,1.4248862,280.0,644.0,1.1084337,63.0,704.0,1.1792295,107.0,796.0,1.5762377,291.0,627.0,1.1568266,85.0,681.0,1.4367088,207.0,683.0,1.2578269,140.0
0,-10.24,263.17,12.29,411.4,696.0,1.0295858,20.0,454.0,0.9116466,-44.0,940.0,1.4264036,281.0,651.0,1.120482,70.0,691.0,1.1574539,94.0,806.0,1.5960397,301.0,634.0,1.1697417,92.0,683.0,1.4409282,209.0,685.0,1.2615101,142.0
0,-10.24,263.17,12.29,411.4,696.0,1.0295858,20.0,454.0,0.9116466,-44.0,940.0,1.4264036,281.0,652.0,1.1222031,71.0,693.0,1.160804,96.0,809.0,1.6019802,304.0,634.0,1.1697417,92.0,686.0,1.4472574,212.0,685.0,1.2615101,142.0
0,-8.19,263.17,12.29,410.1,696.0,1.0295858,20.0,441.0,0.88554215,-57.0,940.0,1.4264036,281.0,651.0,1.120482,70.0,691.0,1.1574539,94.0,808.0,1.6,303.0,634.0,1.1697417,92.0,685.0,1.4451476,211.0,685.0,1.2615101,142.0
0,-8.19,263.17,12.29,410.1,695.0,1.0281065,19.0,441.0,0.88554215,-57.0,939.0,1.4248862,280.0,650.0,1.1187607,69.0,691.0,1.1574539,94.0,807.0,1.5980198,302.0,634.0,1.1697417,92.0,685.0,1.4451476,211.0,685.0,1.2615101,142.0
0,-9.22,262.14,13.31,404.0,695.0,1.0281065,19.0,441.0,0.88554215,-57.0,939.0,1.4248862,280.0,650.0,1.1187607,69.0,691.0,1.1574539,94.0,806.0,1.5960397,301.0,633.0,1.1678966,91.0,685.0,1.4451476,211.0,685.0,1.2615101,142.0
0,-9.22,262.14,13.31,404.0,696.0,1.0295858,20.0,442.0,0.8875502,-56.0,940.0,1.4264036,281.0,650.0,1.1187607,69.0,691.0,1.1574539,94.0,806.0,1.5960397,301.0,634.0,1.1697417,92.0,685.0,1.4451476,211.0,685.0,1.2615101,142.0
1,-9.22,262.14,13.31,410.6,712.0,1.0113636,8.0,520.0,0.9471767,-29.0,646.0,1.0031056,2.0,619.0,0.9778831,-14.0,672.0,1.0212766,14.0,685.0,1.2081128,118.0,470.0,0.8818011,-63.0,510.0,0.9550562,-24.0,663.0,1.0075988,5.0
1,-9.22,262.14,13.31,410.6,712.0,1.0113636,8.0,521.0,0.94899815,-28.0,647.0,1.0046583,3.0,620.0,0.97946286,-13.0,672.0,1.0212766,14.0,692.0,1.2204585,125.0,470.0,0.8818011,-63.0,512.0,0.9588015,-22.0,664.0,1.0091186,6.0
1,-9.22,262.14,11.26,404.1,712.0,1.0113636,8.0,524.0,0.95446265,-25.0,647.0,1.0046583,3.0,621.0,0.9810427,-12.0,672.0,1.0212766,14.0,695.0,1.2257496,128.0,473.0,0.88742965,-60.0,516.0,0.96629214,-18.0,665.0,1.0106384,7.0
1,-9.22,262.14,11.26,404.1,712.0,1.0113636,8.0,524.0,0.95446265,-25.0,648.0,1.0062112,4.0,621.0,0.9810427,-12.0,672.0,1.0212766,14.0,697.0,1.2292769,130.0,474.0,0.88930583,-59.0,516.0,0.96629214,-18.0,667.0,1.0136778,9.0
1,-8.19,263.17,12.29,403.1,709.0,1.0071023,5.0,498.0,0.90710384,-51.0,642.0,0.9968944,-2.0,624.0,0.98578197,-9.0,639.0,0.97112465,-19.0,729.0,1.2857143,162.0,478.0,0.89681053,-55.0,519.0,0.9719101,-15.0,684.0,1.0395137,26.0
1,-8.19,263.17,12.29,403.1,708.0,1.0056819,4.0,498.0,0.90710384,-51.0,640.0,0.99378884,-4.0,622.0,0.98262244,-11.0,639.0,0.97112465,-19.0,727.0,1.282187,160.0,477.0,0.89493436,-56.0,519.0,0.9719101,-15.0,684.0,1.0395137,26.0
1,-9.22,262.14,13.31,404.4,712.0,1.0113636,8.0,501.0,0.91256833,-48.0,644.0,1.0,0.0,627.0,0.9905213,-6.0,659.0,1.0015198,1.0,732.0,1.2910053,165.0,481.0,0.902439,-52.0,519.0,0.9719101,-15.0,681.0,1.0349544,23.0
1,-9.22,262.14,13.31,404.4,712.0,1.0113636,8.0,501.0,0.91256833,-48.0,642.0,0.9968944,-2.0,627.0,0.9905213,-6.0,659.0,1.0015198,1.0,731.0,1.2892417,164.0,477.0,0.89493436,-56.0,518.0,0.97003746,-16.0,676.0,1.0273557,18.0
1,-9.22,263.17,13.31,410.7,712.0,1.0113636,8.0,501.0,0.91256833,-48.0,642.0,0.9968944,-2.0,627.0,0.9905213,-6.0,659.0,1.0015198,1.0,731.0,1.2892417,164.0,477.0,0.89493436,-56.0,518.0,0.97003746,-16.0,676.0,1.0273557,18.0
1,-9.22,263.17,13.31,410.7,712.0,1.0113636,8.0,501.0,0.91256833,-48.0,642.0,0.9968944,-2.0,627.0,0.9905213,-6.0,658.0,1.0,0.0,731.0,1.2892417,164.0,477.0,0.89493436,-56.0,518.0,0.97003746,-16.0,676.0,1.0273557,18.0
1,-9.22,262.14,12.29,410.0,715.0,1.015625,11.0,501.0,0.91256833,-48.0,642.0,0.9968944,-2.0,629.0,0.9936809,-4.0,651.0,0.9893617,-7.0,733.0,1.292769,166.0,483.0,0.90619135,-50.0,519.0,0.9719101,-15.0,681.0,1.0349544,23.0
