# p15_r-15,p15_r0,p15_r15,p15_r45,p25_r0,p45_r-15,p45_r0,p45_r15,p45_r45,p65_r0,p0_r0
250,285,0,250,0,0,0,0,465,0,0
58,986,0,3,0,0,9,0,194,0,0
0,0,0,0,0,0,0,0,0,0,0
11,0,0,1229,0,0,0,0,10,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
24,322,0,0,0,0,766,0,138,0,0
0,0,0,0,0,0,0,0,0,0,0
187,0,0,378,0,0,0,0,685,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
