# p15_r-15,p15_r0,p15_r15,p15_r45,p25_r0,p45_r-15,p45_r0,p45_r15,p45_r45,p65_r0,p0_r0
8340,1250,0,1000,0,0,250,0,1660,0,0
932,9944,0,260,0,0,1085,0,279,0,0
0,0,0,0,0,0,0,0,0,0,0
301,179,0,10369,0,0,0,0,1651,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
200,892,0,291,0,0,10776,0,341,0,0
0,0,0,0,0,0,0,0,0,0,0
790,202,0,2543,0,0,330,0,8635,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
