# p15_r-15,p15_r0,p15_r15,p15_r45,p25_r0,p45_r-15,p45_r0,p45_r15,p45_r45,p65_r0,p0_r0
1250,0,0,0,0,0,0,0,0,0,0
31,1219,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,52,0,1193,0,0,0,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
3,40,0,0,0,0,1164,0,43,0,0
0,0,0,0,0,0,0,0,0,0,0
0,160,0,359,0,0,51,0,680,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
