# p15_r-15,p15_r0,p15_r15,p15_r45,p25_r0,p45_r-15,p45_r0,p45_r15,p45_r45,p65_r0,p0_r0
1250,0,0,0,0,0,0,0,0,0,0
0,1208,0,0,0,0,42,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,1160,0,0,0,0,90,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,51,0,0,0,0,1161,0,38,0,0
0,0,0,0,0,0,0,0,0,0,0
0,34,0,191,0,0,20,0,1005,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
