taskNumber,yaxis,xaxis,zaxis,force
0,44.03,-93.18,-248.83,0.3
0,44.03,-93.18,-248.83,0.3
0,44.03,-93.18,-248.83,0.3
0,44.03,-93.18,-248.83,0.3
0,44.03,-93.18,-248.83,0.3
0,47.1,-94.21,-251.9,0.4
0,47.1,-94.21,-251.9,0.4
0,47.1,-94.21,-251.9,0.4
0,47.1,-94.21,-251.9,0.4
0,47.1,-94.21,-251.9,0.4
0,47.1,-94.21,-251.9,0.4
0,45.06,-94.21,-248.83,0.4
0,45.06,-94.21,-248.83,0.4
0,45.06,-94.21,-248.83,0.4
0,45.06,-94.21,-248.83,0.4
0,45.06,-94.21,-248.83,0.4
0,49.15,-95.23,-259.07,0.3
0,49.15,-95.23,-259.07,0.3
0,49.15,-95.23,-259.07,0.3
0,49.15,-95.23,-259.07,0.3
0,49.15,-95.23,-259.07,0.3
0,49.15,-95.23,-259.07,0.3
0,45.06,-93.18,-248.83,0.3
0,45.06,-93.18,-248.83,0.3
0,45.06,-93.18,-248.83,0.3
0,45.06,-93.18,-248.83,0.3
0,45.06,-93.18,-248.83,0.3
0,45.06,-92.16,-250.88,0.3
0,45.06,-92.16,-250.88,0.3
0,47.1,-92.16,-250.88,0.4
0,47.1,-92.16,-250.88,0.4
0,47.1,-92.16,-250.88,0.4
0,47.1,-96.26,-248.83,0.4
0,47.1,-96.26,-248.83,0.4
0,47.1,-96.26,-248.83,0.4
0,47.1,-96.26,-248.83,0.4
0,47.1,-96.26,-248.83,0.4
0,46.08,-94.21,-250.88,0.4
0,46.08,-94.21,-250.88,0.4
0,46.08,-94.21,-250.88,0.4
0,46.08,-94.21,-250.88,0.4
0,46.08,-94.21,-250.88,0.4
0,46.08,-94.21,-250.88,0.4
0,44.03,-93.18,-248.83,0.4
0,44.03,-93.18,-248.83,0.4
0,44.03,-93.18,-248.83,0.4
0,44.03,-93.18,-248.83,0.4
0,44.03,-93.18,-248.83,0.4
0,51.2,-95.23,-252.93,0.4
0,51.2,-95.23,-252.93,0.4
0,51.2,-95.23,-252.93,0.4
0,51.2,-95.23,-252.93,0.4
0,51.2,-95.23,-252.93,0.4
0,51.2,-95.23,-252.93,0.4
0,47.1,-99.33,-245.76,0.4
0,47.1,-99.33,-245.76,0.4
0,47.1,-99.33,-245.76,0.4
0,47.1,-99.33,-245.76,0.4
0,47.1,-99.33,-245.76,0.4
