taskNumber,yaxis,xaxis,zaxis,force,SG0,SG_E0,SG_D0,SG1,SG_E1,SG_D1,SG2,SG_E2,SG_D2,SG3,SG_E3,SG_D3,SG4,SG_E4,SG_D4,SG5,SG_E5,SG_D5,SG6,SG_E6,SG_D6,SG7,SG_E7,SG_D7,SG8,SG_E8,SG_D8
0,177.15,2.05,-190.46,403.0,337.0,0.61496353,-211.0,172.0,0.26179606,-485.0,852.0,1.5351351,297.0,685.0,1.1266447,77.0,528.0,0.8024316,-130.0,342.0,0.48101267,-369.0,163.0,0.32277226,-342.0,613.0,0.93019724,-46.0,595.0,1.0420315,24.0
0,177.15,2.05,-190.46,403.0,337.0,0.61496353,-211.0,172.0,0.26179606,-485.0,855.0,1.5405406,300.0,690.0,1.1348684,82.0,531.0,0.80699086,-127.0,343.0,0.48241913,-368.0,163.0,0.32277226,-342.0,615.0,0.9332322,-44.0,599.0,1.0490367,28.0
0,179.2,0.0,-189.44,406.1,337.0,0.61496353,-211.0,172.0,0.26179606,-485.0,859.0,1.5477477,304.0,692.0,1.1381578,84.0,531.0,0.80699086,-127.0,343.0,0.48241913,-368.0,163.0,0.32277226,-342.0,616.0,0.9347496,-43.0,602.0,1.0542908,31.0
0,179.2,0.0,-189.44,406.1,339.0,0.6186131,-209.0,172.0,0.26179606,-485.0,860.0,1.5495496,305.0,693.0,1.1398026,85.0,531.0,0.80699086,-127.0,343.0,0.48241913,-368.0,163.0,0.32277226,-342.0,617.0,0.9362671,-42.0,615.0,1.0770578,44.0
0,177.15,3.07,-186.37,407.5,345.0,0.629562,-203.0,172.0,0.26179606,-485.0,862.0,1.5531532,307.0,700.0,1.1513158,92.0,532.0,0.80851066,-126.0,345.0,0.48523206,-366.0,163.0,0.32277226,-342.0,618.0,0.9377845,-41.0,615.0,1.0770578,44.0
0,177.15,3.07,-186.37,407.5,346.0,0.6313869,-202.0,168.0,0.25570777,-489.0,876.0,1.5783783,321.0,701.0,1.1529605,93.0,532.0,0.80851066,-126.0,348.0,0.48945147,-363.0,163.0,0.32277226,-342.0,619.0,0.93930197,-40.0,616.0,1.0788091,45.0
0,176.13,2.05,-191.49,412.3,346.0,0.6313869,-202.0,168.0,0.25570777,-489.0,876.0,1.5783783,321.0,700.0,1.1513158,92.0,531.0,0.80699086,-127.0,347.0,0.488045,-364.0,162.0,0.32079208,-343.0,619.0,0.93930197,-40.0,616.0,1.0788091,45.0
0,176.13,2.05,-191.49,412.3,346.0,0.6313869,-202.0,168.0,0.25570777,-489.0,876.0,1.5783783,321.0,700.0,1.1513158,92.0,531.0,0.80699086,-127.0,346.0,0.48663855,-365.0,162.0,0.32079208,-343.0,619.0,0.93930197,-40.0,616.0,1.0788091,45.0
0,176.13,4.1,-187.39,409.4,346.0,0.6313869,-202.0,165.0,0.25114155,-492.0,876.0,1.5783783,321.0,700.0,1.1513158,92.0,526.0,0.7993921,-132.0,343.0,0.48241913,-368.0,162.0,0.32079208,-343.0,619.0,0.93930197,-40.0,615.0,1.0770578,44.0
0,176.13,4.1,-187.39,409.4,346.0,0.6313869,-202.0,165.0,0.25114155,-492.0,876.0,1.5783783,321.0,700.0,1.1513158,92.0,526.0,0.7993921,-132.0,340.0,0.47819972,-371.0,159.0,0.3148515,-346.0,619.0,0.93930197,-40.0,615.0,1.0770578,44.0
