roll,yaw,pitch,yaxis,xaxis,zaxis,force,SG0,SG_E0,SG_D0,SG1,SG_E1,SG_D1,SG2,SG_E2,SG_D2,SG3,SG_E3,SG_D3,SG4,SG_E4,SG_D4,SG5,SG_E5,SG_D5,SG6,SG_E6,SG_D6,SG7,SG_E7,SG_D7,SG8,SG_E8,SG_D8
125.98,151.17,-37.65,157.7,164.86,-121.86,104.5,532.0,0.87356323,-77.0,558.0,0.9489796,-30.0,772.0,1.1303074,89.0,585.0,0.8262712,-123.0,450.0,0.80500895,-109.0,540.0,1.0074627,4.0,561.0,0.8564885,-94.0,517.0,0.8365696,-101.0,353.0,0.6827853,-164.0
125.98,151.17,-37.65,157.7,164.86,-121.86,104.5,532.0,0.87356323,-77.0,558.0,0.9489796,-30.0,776.0,1.136164,93.0,586.0,0.8276836,-122.0,450.0,0.80500895,-109.0,543.0,1.0130597,7.0,563.0,0.859542,-92.0,517.0,0.8365696,-101.0,353.0,0.6827853,-164.0
126.14,151.07,-37.52,158.72,167.94,-119.81,106.2,535.0,0.8784893,-74.0,558.0,0.9489796,-30.0,778.0,1.1390922,95.0,586.0,0.8276836,-122.0,451.0,0.80679786,-108.0,543.0,1.0130597,7.0,563.0,0.859542,-92.0,517.0,0.8365696,-101.0,355.0,0.6866538,-162.0
126.14,151.07,-37.52,158.72,167.94,-119.81,106.2,533.0,0.8752053,-76.0,558.0,0.9489796,-30.0,777.0,1.1376281,94.0,586.0,0.8276836,-122.0,451.0,0.80679786,-108.0,544.0,1.0149254,8.0,563.0,0.859542,-92.0,517.0,0.8365696,-101.0,356.0,0.688588,-161.0
125.8,151.27,-37.59,157.7,166.91,-122.88,104.5,532.0,0.87356323,-77.0,557.0,0.9472789,-31.0,777.0,1.1376281,94.0,585.0,0.8262712,-123.0,450.0,0.80500895,-109.0,543.0,1.0130597,7.0,563.0,0.859542,-92.0,517.0,0.8365696,-101.0,356.0,0.688588,-161.0
125.8,151.27,-37.59,157.7,166.91,-122.88,104.5,532.0,0.87356323,-77.0,557.0,0.9472789,-31.0,776.0,1.136164,93.0,584.0,0.8248588,-124.0,450.0,0.80500895,-109.0,537.0,1.0018656,1.0,563.0,0.859542,-92.0,517.0,0.8365696,-101.0,353.0,0.6827853,-164.0
125.82,151.29,-37.45,156.67,166.91,-121.86,100.0,532.0,0.87356323,-77.0,557.0,0.9472789,-31.0,776.0,1.136164,93.0,584.0,0.8248588,-124.0,450.0,0.80500895,-109.0,537.0,1.0018656,1.0,561.0,0.8564885,-94.0,517.0,0.8365696,-101.0,353.0,0.6827853,-164.0
125.82,151.29,-37.45,156.67,166.91,-121.86,100.0,532.0,0.87356323,-77.0,556.0,0.9455782,-32.0,776.0,1.136164,93.0,584.0,0.8248588,-124.0,450.0,0.80500895,-109.0,537.0,1.0018656,1.0,561.0,0.8564885,-94.0,517.0,0.8365696,-101.0,353.0,0.6827853,-164.0
126.0,151.24,-37.4,159.74,165.89,-119.81,98.4,532.0,0.87356323,-77.0,556.0,0.9455782,-32.0,776.0,1.136164,93.0,584.0,0.8248588,-124.0,451.0,0.80679786,-108.0,537.0,1.0018656,1.0,561.0,0.8564885,-94.0,517.0,0.8365696,-101.0,354.0,0.68471956,-163.0
126.0,151.24,-37.4,159.74,165.89,-119.81,98.4,532.0,0.87356323,-77.0,557.0,0.9472789,-31.0,776.0,1.136164,93.0,585.0,0.8262712,-123.0,453.0,0.8103757,-106.0,538.0,1.0037314,2.0,561.0,0.8564885,-94.0,520.0,0.8414239,-98.0,356.0,0.688588,-161.0
125.96,151.14,-37.61,157.7,165.89,-120.83,100.0,532.0,0.87356323,-77.0,557.0,0.9472789,-31.0,776.0,1.136164,93.0,585.0,0.8262712,-123.0,453.0,0.8103757,-106.0,540.0,1.0074627,4.0,562.0,0.85801524,-93.0,520.0,0.8414239,-98.0,356.0,0.688588,-161.0
125.96,151.14,-37.61,157.7,165.89,-120.83,100.0,532.0,0.87356323,-77.0,558.0,0.9489796,-30.0,776.0,1.136164,93.0,585.0,0.8262712,-123.0,453.0,0.8103757,-106.0,541.0,1.0093284,5.0,563.0,0.859542,-92.0,521.0,0.8430421,-97.0,356.0,0.688588,-161.0
126.02,151.14,-37.51,157.7,164.86,-122.88,97.2,532.0,0.87356323,-77.0,558.0,0.9489796,-30.0,772.0,1.1303074,89.0,585.0,0.8262712,-123.0,451.0,0.80679786,-108.0,543.0,1.0130597,7.0,562.0,0.85801524,-93.0,522.0,0.8446602,-96.0,356.0,0.688588,-161.0
126.02,151.14,-37.51,157.7,164.86,-122.88,97.2,532.0,0.87356323,-77.0,558.0,0.9489796,-30.0,772.0,1.1303074,89.0,582.0,0.8220339,-126.0,451.0,0.80679786,-108.0,540.0,1.0074627,4.0,562.0,0.85801524,-93.0,520.0,0.8414239,-98.0,356.0,0.688588,-161.0
126.02,151.14,-37.51,157.7,164.86,-122.88,97.2,532.0,0.87356323,-77.0,557.0,0.9472789,-31.0,771.0,1.1288433,88.0,580.0,0.81920904,-128.0,451.0,0.80679786,-108.0,540.0,1.0074627,4.0,562.0,0.85801524,-93.0,520.0,0.8414239,-98.0,354.0,0.68471956,-163.0
126.3,151.05,-37.55,158.72,164.86,-120.83,100.8,531.0,0.8719212,-78.0,557.0,0.9472789,-31.0,771.0,1.1288433,88.0,580.0,0.81920904,-128.0,450.0,0.80500895,-109.0,539.0,1.005597,3.0,562.0,0.85801524,-93.0,520.0,0.8414239,-98.0,354.0,0.68471956,-163.0
126.3,151.05,-37.55,158.72,164.86,-120.83,100.8,530.0,0.87027913,-79.0,556.0,0.9455782,-32.0,769.0,1.125915,86.0,579.0,0.8177966,-129.0,450.0,0.80500895,-109.0,538.0,1.0037314,2.0,562.0,0.85801524,-93.0,517.0,0.8365696,-101.0,354.0,0.68471956,-163.0
