# p15_r-15,p15_r0,p15_r15,p15_r45,p25_r0,p45_r-15,p45_r0,p45_r15,p45_r45,p65_r0,p0_r0
1101,706,261,100,232,40,65,99,47,4,95
461,1048,309,50,596,0,77,151,0,0,58
61,374,1441,138,339,12,48,294,43,0,0
1,0,37,2116,0,0,45,2,466,0,83
207,490,214,0,1391,152,209,0,0,50,37
58,83,50,50,357,912,764,119,7,308,42
91,75,97,50,165,474,957,461,48,332,0
110,167,37,63,152,283,385,1330,102,95,26
41,17,55,513,50,0,13,120,1809,63,69
50,0,18,100,5,300,289,190,64,1648,86
227,62,0,100,49,50,0,39,234,50,1939
