# p15_r-15,p15_r0,p15_r15,p15_r45,p25_r0,p45_r-15,p45_r0,p45_r15,p45_r45,p65_r0,p0_r0
48,48,50,0,50,0,0,49,0,2,3
0,30,50,0,83,0,0,87,0,0,0
0,1,199,0,50,0,0,0,0,0,0
0,0,0,96,0,0,0,2,69,0,83
50,9,15,0,141,35,0,0,0,0,0
0,0,0,0,45,151,50,0,0,0,4
0,0,0,0,0,50,200,0,0,0,0
0,50,0,0,50,50,50,0,0,50,0
0,0,0,50,0,0,0,0,198,0,2
0,0,0,0,0,50,69,13,14,68,36
0,0,0,50,0,0,0,0,50,50,100
