# p15_r-15,p15_r0,p15_r15,p15_r45,p25_r0,p45_r-15,p45_r0,p45_r15,p45_r45,p65_r0,p0_r0
708,42,0,0,0,0,0,250,0,0,250
200,185,41,0,264,10,160,80,0,0,310
0,52,51,0,624,23,372,0,128,0,0
0,0,0,571,0,0,0,0,629,0,50
36,196,373,0,554,0,50,0,0,0,41
32,54,458,0,109,141,262,35,0,120,39
0,0,100,14,0,229,485,250,0,172,0
0,0,220,0,0,106,429,495,0,0,0
0,0,0,362,0,0,0,0,888,0,0
0,0,0,0,0,0,23,0,0,1227,0
225,0,0,0,0,25,250,0,225,0,525
