# p15_r-15,p15_r0,p15_r15,p15_r45,p25_r0,p45_r-15,p45_r0,p45_r15,p45_r45,p65_r0,p0_r0
576,228,10,97,99,100,78,62,0,0,0
50,401,186,47,458,108,0,0,0,0,0
145,60,470,52,233,88,32,128,42,0,0
0,0,0,1250,0,0,0,0,0,0,0
17,86,211,0,787,146,1,2,0,0,0
0,0,0,0,137,464,443,8,15,180,3
0,0,0,0,0,20,527,453,0,250,0
0,0,2,0,45,6,334,666,0,197,0
0,0,3,51,0,0,0,0,1196,0,0
0,0,0,0,0,172,278,137,0,663,0
0,0,0,140,0,0,0,0,0,0,1110
