# p15_r-15,p15_r0,p15_r15,p15_r45,p25_r0,p45_r-15,p45_r0,p45_r15,p45_r45,p65_r0,p0_r0
636,137,43,86,144,6,0,23,0,48,127
317,326,4,228,250,17,0,70,0,0,38
36,243,258,99,186,156,0,252,8,12,0
50,179,51,462,36,226,0,0,246,0,0
250,176,42,0,506,23,0,222,13,3,15
60,0,187,2,178,435,201,0,0,187,0
0,0,7,4,273,177,116,129,245,299,0
11,29,245,234,149,124,92,212,48,88,18
58,181,35,715,1,0,0,104,152,0,4
3,105,3,0,180,473,0,140,0,346,0
0,0,0,0,0,0,0,0,0,0,1250
