# p15_r-15,p15_r0,p15_r15,p15_r45,p25_r0,p45_r-15,p45_r0,p45_r15,p45_r45,p65_r0,p0_r0
608,350,29,151,13,0,0,0,99,0,0
382,425,50,19,300,0,0,0,0,1,73
208,63,595,121,228,0,0,0,31,0,4
222,1,2,975,0,0,0,0,0,50,0
0,285,45,0,726,172,14,8,0,0,0
12,50,63,0,241,439,9,0,0,419,17
0,0,58,24,83,236,84,453,0,312,0
0,0,1,0,0,192,261,770,0,26,0
48,2,0,706,0,0,0,0,494,0,0
0,0,0,76,0,401,0,170,0,603,0
370,5,105,0,0,0,0,0,0,0,770
