# p15_r-15,p15_r0,p15_r15,p15_r45,p25_r0,p45_r-15,p45_r0,p45_r15,p45_r45,p65_r0,p0_r0
149,0,0,50,0,51,0,0,0,0,0
0,111,14,50,75,0,0,0,0,0,0
0,0,231,0,19,0,0,0,0,0,0
0,0,0,250,0,0,0,0,0,0,0
0,24,23,0,138,11,39,0,15,0,0
0,0,0,0,0,122,87,7,0,34,0
0,0,0,0,0,69,131,0,0,50,0
0,0,0,0,0,49,99,52,0,50,0
2,0,0,50,0,0,0,0,198,0,0
0,0,0,0,0,26,48,0,0,176,0
0,27,16,14,0,0,0,0,0,0,193
