taskNumber,yaxis,xaxis,zaxis,force,SG0,SG_E0,SG_D0,SG1,SG_E1,SG_D1,SG2,SG_E2,SG_D2,SG3,SG_E3,SG_D3,SG4,SG_E4,SG_D4,SG5,SG_E5,SG_D5,SG6,SG_E6,SG_D6,SG7,SG_E7,SG_D7,SG8,SG_E8,SG_D8
0,-8.19,262.14,9.22,204.1,558.0,0.92845255,-43.0,468.0,0.6802326,-220.0,539.0,0.99446493,-3.0,705.0,1.0352423,24.0,415.0,0.8153242,-94.0,723.0,1.0663717,45.0,600.0,0.990099,-6.0,486.0,0.91698116,-44.0,443.0,0.82342005,-95.0
0,-8.19,262.14,9.22,204.1,556.0,0.92512476,-45.0,453.0,0.6584302,-235.0,539.0,0.99446493,-3.0,705.0,1.0352423,24.0,414.0,0.8133595,-95.0,724.0,1.0678467,46.0,599.0,0.98844886,-7.0,485.0,0.9150943,-45.0,442.0,0.82156134,-96.0
0,-10.24,262.14,8.19,207.6,554.0,0.921797,-47.0,452.0,0.65697676,-236.0,539.0,0.99446493,-3.0,702.0,1.030837,21.0,414.0,0.8133595,-95.0,722.0,1.0648967,44.0,598.0,0.9867987,-8.0,483.0,0.91132075,-47.0,442.0,0.82156134,-96.0
0,-10.24,262.14,8.19,207.6,553.0,0.9201331,-48.0,452.0,0.65697676,-236.0,539.0,0.99446493,-3.0,702.0,1.030837,21.0,414.0,0.8133595,-95.0,722.0,1.0648967,44.0,598.0,0.9867987,-8.0,483.0,0.91132075,-47.0,437.0,0.81226766,-101.0
0,-8.19,263.17,9.22,203.5,553.0,0.9201331,-48.0,449.0,0.65261626,-239.0,539.0,0.99446493,-3.0,702.0,1.030837,21.0,414.0,0.8133595,-95.0,722.0,1.0648967,44.0,598.0,0.9867987,-8.0,483.0,0.91132075,-47.0,436.0,0.81040895,-102.0
0,-8.19,263.17,9.22,203.5,552.0,0.9184692,-49.0,446.0,0.6482558,-242.0,539.0,0.99446493,-3.0,702.0,1.030837,21.0,414.0,0.8133595,-95.0,721.0,1.0634218,43.0,598.0,0.9867987,-8.0,483.0,0.91132075,-47.0,436.0,0.81040895,-102.0
0,-8.19,262.14,9.22,199.1,553.0,0.9201331,-48.0,446.0,0.6482558,-242.0,539.0,0.99446493,-3.0,702.0,1.030837,21.0,416.0,0.8172888,-93.0,722.0,1.0648967,44.0,598.0,0.9867987,-8.0,485.0,0.9150943,-45.0,437.0,0.81226766,-101.0
0,-8.19,262.14,9.22,199.1,553.0,0.9201331,-48.0,446.0,0.6482558,-242.0,539.0,0.99446493,-3.0,705.0,1.0352423,24.0,417.0,0.81925344,-92.0,722.0,1.0648967,44.0,598.0,0.9867987,-8.0,485.0,0.9150943,-45.0,442.0,0.82156134,-96.0
0,-8.19,262.14,7.17,201.3,563.0,0.93677205,-38.0,451.0,0.65552324,-237.0,544.0,1.00369,2.0,716.0,1.051395,35.0,425.0,0.83497053,-84.0,721.0,1.0634218,43.0,608.0,1.0033003,2.0,485.0,0.9150943,-45.0,437.0,0.81226766,-101.0
0,-8.19,262.14,7.17,201.3,569.0,0.9467554,-32.0,451.0,0.65552324,-237.0,544.0,1.00369,2.0,721.0,1.0587372,40.0,428.0,0.8408644,-81.0,726.0,1.0707965,48.0,614.0,1.0132014,8.0,487.0,0.91886795,-43.0,437.0,0.81226766,-101.0
0,-9.22,262.14,8.19,205.1,569.0,0.9467554,-32.0,451.0,0.65552324,-237.0,544.0,1.00369,2.0,726.0,1.0660793,45.0,428.0,0.8408644,-81.0,730.0,1.0766962,52.0,615.0,1.0148515,9.0,488.0,0.92075473,-42.0,441.0,0.8197026,-97.0
0,-9.22,262.14,8.19,205.1,569.0,0.9467554,-32.0,446.0,0.6482558,-242.0,543.0,1.001845,1.0,727.0,1.0675477,46.0,428.0,0.8408644,-81.0,734.0,1.0825958,56.0,616.0,1.0165017,10.0,487.0,0.91886795,-43.0,443.0,0.82342005,-95.0
0,-9.22,262.14,8.19,208.5,569.0,0.9467554,-32.0,443.0,0.6438953,-245.0,543.0,1.001845,1.0,727.0,1.0675477,46.0,428.0,0.8408644,-81.0,733.0,1.081121,55.0,616.0,1.0165017,10.0,487.0,0.91886795,-43.0,443.0,0.82342005,-95.0
0,-9.22,262.14,8.19,208.5,569.0,0.9467554,-32.0,440.0,0.6395349,-248.0,540.0,0.99630994,-2.0,727.0,1.0675477,46.0,428.0,0.8408644,-81.0,732.0,1.079646,54.0,616.0,1.0165017,10.0,487.0,0.91886795,-43.0,439.0,0.81598514,-99.0
0,-8.19,263.17,8.19,208.3,569.0,0.9467554,-32.0,440.0,0.6395349,-248.0,540.0,0.99630994,-2.0,727.0,1.0675477,46.0,428.0,0.8408644,-81.0,732.0,1.079646,54.0,616.0,1.0165017,10.0,487.0,0.91886795,-43.0,439.0,0.81598514,-99.0
0,-8.19,263.17,8.19,208.3,569.0,0.9467554,-32.0,436.0,0.63372093,-252.0,540.0,0.99630994,-2.0,727.0,1.0675477,46.0,428.0,0.8408644,-81.0,726.0,1.0707965,48.0,616.0,1.0165017,10.0,487.0,0.91886795,-43.0,439.0,0.81598514,-99.0
