# p15_r-15,p15_r0,p15_r15,p15_r45,p25_r0,p45_r-15,p45_r0,p45_r15,p45_r45,p65_r0,p0_r0
450,0,0,0,0,0,0,0,300,0,0
50,700,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
77,0,0,363,0,0,0,0,310,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,750,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
169,0,0,147,0,0,0,0,434,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
