taskNumber,yaxis,xaxis,zaxis,force
0,126.98,-65.54,-223.23,5.7
0,126.98,-65.54,-223.23,5.7
0,126.98,-65.54,-223.23,5.7
0,122.88,-56.32,-231.42,5.7
0,122.88,-56.32,-231.42,5.7
0,122.88,-56.32,-231.42,5.7
0,122.88,-56.32,-231.42,5.7
0,122.88,-56.32,-231.42,5.7
0,122.88,-56.32,-231.42,5.7
0,129.02,-67.58,-217.09,5.6
0,129.02,-67.58,-217.09,5.6
0,129.02,-67.58,-217.09,5.6
0,129.02,-67.58,-217.09,5.6
0,129.02,-67.58,-217.09,5.6
0,86.02,-74.75,-184.32,5.6
0,86.02,-74.75,-184.32,5.6
0,86.02,-74.75,-184.32,5.6
0,86.02,-74.75,-184.32,5.6
0,86.02,-74.75,-184.32,5.6
0,86.02,-74.75,-184.32,5.6
0,140.29,-67.58,-214.02,5.6
0,140.29,-67.58,-214.02,5.6
0,140.29,-67.58,-214.02,5.6
0,140.29,-67.58,-214.02,5.6
0,140.29,-67.58,-214.02,5.6
0,149.5,-56.32,-224.26,5.7
0,149.5,-56.32,-224.26,5.7
0,149.5,-56.32,-224.26,5.7
0,149.5,-56.32,-224.26,5.7
0,149.5,-56.32,-224.26,5.7
0,149.5,-56.32,-224.26,5.7
0,140.29,-38.91,-202.75,5.7
0,140.29,-38.91,-202.75,5.7
0,140.29,-38.91,-202.75,5.7
0,140.29,-38.91,-202.75,5.7
0,140.29,-38.91,-202.75,5.7
0,152.58,-54.27,-202.75,5.7
0,152.58,-54.27,-202.75,5.7
0,152.58,-54.27,-202.75,5.7
0,152.58,-54.27,-202.75,5.7
0,152.58,-54.27,-202.75,5.7
0,152.58,-54.27,-202.75,5.7
0,162.82,-26.62,-222.21,5.6
0,162.82,-26.62,-222.21,5.6
0,162.82,-26.62,-222.21,5.6
0,162.82,-26.62,-222.21,5.6
0,162.82,-26.62,-222.21,5.6
0,150.53,-32.77,-208.9,5.7
0,150.53,-32.77,-208.9,5.7
0,150.53,-32.77,-208.9,5.7
0,150.53,-32.77,-208.9,5.7
0,150.53,-32.77,-208.9,5.7
0,150.53,-32.77,-208.9,5.7
0,159.74,-35.84,-198.66,11.9
0,159.74,-35.84,-198.66,11.9
0,159.74,-35.84,-198.66,11.9
0,159.74,-35.84,-198.66,11.9
0,159.74,-35.84,-198.66,11.9
0,159.74,-35.84,-198.66,11.9
0,155.65,-32.77,-206.85,42.0
0,155.65,-32.77,-206.85,42.0
0,155.65,-32.77,-206.85,42.0
0,155.65,-32.77,-206.85,42.0
0,155.65,-32.77,-206.85,42.0
0,157.7,-36.86,-191.49,79.0
0,157.7,-36.86,-191.49,79.0
0,157.7,-36.86,-191.49,79.0
0,157.7,-36.86,-191.49,79.0
0,157.7,-36.86,-191.49,79.0
0,157.7,-36.86,-191.49,79.0
0,160.77,-25.6,-196.61,107.1
0,160.77,-25.6,-196.61,107.1
0,160.77,-25.6,-196.61,107.1
0,160.77,-25.6,-196.61,107.1
0,160.77,-25.6,-196.61,107.1
0,160.77,-25.6,-196.61,107.1
0,120.83,-19.46,-228.35,128.3
0,120.83,-19.46,-228.35,128.3
0,120.83,-19.46,-228.35,128.3
0,120.83,-19.46,-228.35,128.3
0,120.83,-19.46,-228.35,128.3
0,310.27,-35.84,-182.27,84.6
0,310.27,-35.84,-182.27,84.6
0,310.27,-35.84,-182.27,84.6
0,310.27,-35.84,-182.27,84.6
0,310.27,-35.84,-182.27,84.6
0,310.27,-35.84,-182.27,84.6
0,136.19,-23.55,-185.34,18.1
0,136.19,-23.55,-185.34,18.1
0,136.19,-23.55,-185.34,18.1
0,136.19,-23.55,-185.34,18.1
0,136.19,-23.55,-185.34,18.1
0,33.79,-25.6,-160.77,5.7
0,33.79,-25.6,-160.77,5.7
0,33.79,-25.6,-160.77,5.7
0,33.79,-25.6,-160.77,5.7
0,33.79,-25.6,-160.77,5.7
0,33.79,-25.6,-160.77,5.7
0,100.35,-25.6,-226.3,5.7
0,100.35,-25.6,-226.3,5.7
0,100.35,-25.6,-226.3,5.7
0,100.35,-25.6,-226.3,5.7
0,100.35,-25.6,-226.3,5.7
0,130.05,-30.72,-238.59,5.8
0,130.05,-30.72,-238.59,5.8
0,130.05,-30.72,-238.59,5.8
0,130.05,-30.72,-238.59,5.8
0,130.05,-30.72,-238.59,5.8
0,130.05,-30.72,-238.59,5.8
0,145.41,-68.61,-231.42,5.7
1,134.14,-47.1,-197.63,5.7
1,134.14,-47.1,-197.63,5.7
1,134.14,-47.1,-197.63,5.7
1,134.14,-47.1,-197.63,5.7
1,134.14,-24.58,-217.09,5.5
1,134.14,-24.58,-217.09,5.5
1,134.14,-24.58,-217.09,5.5
1,134.14,-24.58,-217.09,5.5
1,134.14,-24.58,-217.09,5.5
1,134.14,-24.58,-217.09,5.5
1,160.77,-68.61,-220.16,5.6
1,160.77,-68.61,-220.16,5.6
1,160.77,-68.61,-220.16,5.6
1,160.77,-68.61,-220.16,5.6
1,160.77,-68.61,-220.16,5.6
1,117.76,-61.44,-201.73,5.6
1,117.76,-61.44,-201.73,5.6
1,117.76,-61.44,-201.73,5.6
1,117.76,-61.44,-201.73,5.6
1,117.76,-61.44,-201.73,5.6
1,117.76,-61.44,-201.73,5.6
1,141.31,-58.37,-219.14,5.8
1,141.31,-58.37,-219.14,5.8
1,141.31,-58.37,-219.14,5.8
1,141.31,-58.37,-219.14,5.8
1,141.31,-58.37,-219.14,5.8
1,141.31,-58.37,-219.14,5.8
1,141.31,-48.13,-216.06,5.7
1,141.31,-48.13,-216.06,5.7
1,141.31,-48.13,-216.06,5.7
1,141.31,-48.13,-216.06,5.7
1,141.31,-48.13,-216.06,5.7
1,140.29,-53.25,-197.63,5.7
1,140.29,-53.25,-197.63,5.7
1,140.29,-53.25,-197.63,5.7
1,140.29,-53.25,-197.63,5.7
1,140.29,-53.25,-197.63,5.7
1,140.29,-53.25,-197.63,5.7
1,155.65,-29.7,-212.99,5.7
1,155.65,-29.7,-212.99,5.7
1,155.65,-29.7,-212.99,5.7
1,155.65,-29.7,-212.99,5.7
1,155.65,-29.7,-212.99,5.7
1,154.62,-31.74,-208.9,9.1
1,154.62,-31.74,-208.9,9.1
